name1;name2;weight;Source;Target
#MaryBrigidMcManamon;#LaurenceTribe;3.570306316;173;156
#AmericaFirst;#Trump2016;3.557670272;15;314
#RNCinCLE;#CitizensUnited;3.535138283;257;44
#MakeAmericaGreatAgain;#ICYMI;3.527885284;173;133
#MakeAmericaGreatAgain;#LESM;3.521247837;173;157
#Pulse;#MakeAmericaGreatAgain;3.50877193;250;173
#PrimaryDay;#TrumpTrain;3.484124957;248;328
#NYPrimary;#MakeAmericaGreatAgain;3.46142782;232;173
#MAGA;#LESM;3.459092624;172;157
#Trump2016;#AZPrimary;3.455084532;314;22
#RIPrimary;#MakeAmericaGreatAgain;3.440947704;253;173
#Trump2016;#ActOnClimate;3.41257518;314;4
#Trump2016;#UtahCaucus;3.402357973;314;345
#Trump2016;#UTCaucus;3.402357973;314;346
#Trump;#MakeAmericaGreatAgain;3.32573362;313;173
#ImWithYou;#CrookedHillary;3.304781447;133;54
#MakeAmericaGreatAgain;#UtahCaucus;3.245783806;173;345
#MakeAmericaGreatAgain;#UTCaucus;3.245783806;173;346
#VoteTrumpIL;#VoteTrumpNC;3.241491086;350;353
#VoteTrumpNC;#VoteTrumpIL;3.241491086;353;350
#PrimaryDay;#VoteTrump;3.210569286;248;348
#NYPrimary;#Trump2016;3.205123805;232;314
#SheWon;#iRegistered;3.203936977;279;145
#MakeAmericaGreatAgain;#FITN;3.198784342;173;95
#MaryBrigidMcManamon;#VoteTrump;3.183369551;173;348
#MaryBrigidMcManamon;#MakeAmericaGreatAgain;3.183369551;173;173
#Trump;#AZ;3.176955044;313;22
#Trump;#UT;3.176955044;313;340
#Trump2016;#trump2016;3.176752257;314;314
#AZ;#Trump;3.174603175;22;313
#UT;#Trump;3.174603175;340;313
#MSNBCTownhall;#MDPrimary;3.155193568;201;174
#MSNBCTownhall;#PAPrimary;3.155193568;201;243
#MSNBCTownhall;#RIPrimary;3.155193568;201;253
#MSNBCTownhall;#CTPrimary;3.155193568;201;56
#MSNBCTownhall;#DEPrimary;3.155193568;201;75
#RNCInCLE;#MakeAmericaGreatAgain;3.147787813;257;173
#RNCInCLE;#TrumpIsWithYou;3.147787813;257;321
#NoBillNoBreak;#EndGunViolence;3.119837627;229;89
#NoBillNoBreak;#DisarmHate;3.119837627;229;77
#VoteTrump;#RIPrimary;3.111874821;348;253
#VoteTrump;#PAPrimary;3.111862;348;243
#DemConvention;#LGBT;3.078903603;69;158
#Trump2016;#ArizonaPrimary;3.073104413;314;19
#MakeAmericaGreatAgain;#ObamaCare;3.072202982;173;236
#VoteTrumpNH;#FITN;3.053435115;354;95
#Trump2016;#VoteTrumpNY;2.988340766;314;356
#AZPrimary;#UtahCaucus;2.984901505;22;345
#AZPrimary;#UTCaucus;2.984901505;22;346
#AZPrimary;#AmericanSamoa;2.984901505;22;17
#TrumpTrain;#PrimaryDay;2.977598959;328;248
#ArizonaPrimary;#UtahCaucus;2.976190476;19;345
#ArizonaPrimary;#UTCaucus;2.976190476;19;346
#ArizonaPrimary;#AmericanSamoa;2.976190476;19;17
#ArizonaPrimary;#Trump2016;2.976190476;19;314
#ArizonaPrimary;#VoteTrump;2.976190476;19;348
#ArizonaPrimary;#MakeAmericaGreatAgain;2.976190476;19;173
#UtahCaucus;#Trump2016;2.976190476;345;314
#UtahCaucus;#MakeAmericaGreatAgain;2.976190476;345;173
#UTCaucus;#Trump2016;2.976190476;346;314
#UTCaucus;#MakeAmericaGreatAgain;2.976190476;346;173
#AmericanSamoa;#Trump2016;2.976190476;17;314
#AmericanSamoa;#MakeAmericaGreatAgain;2.976190476;17;173
#AZPrimary;#Trump2016;2.976190476;22;314
#AZPrimary;#VoteTrump;2.976190476;22;348
#AZPrimary;#MakeAmericaGreatAgain;2.976190476;22;173
#DemConvention;#MakeAmericaGreatAgain;2.935336532;69;173
#MakeAmericaGreatAgain;#DemConvention;2.927292349;173;69
#AmericaFirst;#ImWithHer;2.922475202;15;133
#MakeAmericaGreatAgain;#ArizonaPrimary;2.918348129;173;19
#LGBT;#StopGunViolence;2.917902721;158;290
#MakeAmericaGreatAgain;#Enjoy;2.917893347;173;90
#NYPrimary;#TrumpTrain;2.911416389;232;328
#MAGA;#iRegistered;2.911002558;172;145
#MakeAmericaGreatAgain;#MAKEAMERICAGREATAGAIN;2.908964303;173;173
#StopGunViolence;#LGBT;2.907576264;290;158
#StopGunViolence;#Pulse;2.907559776;290;250
#Pulse;#StopGunViolence;2.906976744;250;290
#MAGA;#DemsInPHL;2.89699512;172;75
#PAPrimary;#RIPrimary;2.894356006;243;253
#RIPrimary;#PAPrimary;2.894356006;253;243
#ISIS;#debate;2.89017341;145;63
#Trump2016;#SuperTuesday;2.886312778;314;295
#Trump2016;#MorningJoe;2.882329834;314;199
#Debate;#debate;2.877697842;63;63
#MaryBrigidMcManamon;#TrumpTrain;2.859840738;173;328
#LGBT;#TrumpPence16;2.83940998;158;325
#MakeAmericaGreatAgain;#TBT;2.835392734;173;296
#AZ;#voteTrump;2.808988764;22;348
#voteTrump;#AZ;2.808988764;348;22
#voteTrump;#UT;2.808988764;348;340
#UT;#voteTrump;2.808988764;340;348
#Enjoy;#MakeAmericaGreatAgain;2.808988764;90;173
#INPrimary;#VoteTrump;2.79870601;135;348
#debatenight;#TrumpPence16;2.790045327;64;325
#TrumpTrain;#NYPrimary;2.776761717;328;232
#TrumpPence16;#DemsInPHL;2.766669219;325;75
#MakeAmericaGreatAgain;#POTUS;2.765367783;173;247
#LESM;#MakeAmericaGreatAgain;2.761912487;157;173
#FITN;#MakeAmericaGreatAgain;2.750941612;95;173
#MakeAmericaGreatAgain;#LittleMarco;2.750442959;173;158
#SuperTuesday;#Trump2016;2.732503614;295;314
#RNCinCLE;#NATO;2.684674883;257;206
#RNCinCLE;#StandTogether;2.684674883;257;285
#TrumpPence16;#AmericaFirst;2.662276192;325;15
#Trump2016;#VoteTrumpSC;2.658090278;314;357
#UtahCaucus;#ArizonaPrimary;2.649006623;345;19
#UtahCaucus;#AZPrimary;2.649006623;345;22
#UTCaucus;#ArizonaPrimary;2.649006623;346;19
#UTCaucus;#AZPrimary;2.649006623;346;22
#NBCNewsForum;#AmericaFirst;2.643394275;207;15
#Trump2016;#CNN;2.643383284;314;46
#MakeAmericaGreatAgain;#CNN;2.620962875;173;46
#RNCinCLE;#TrumpPence2016;2.615874758;257;326
#DemsInPhilly;#StrongerTogether;2.606488151;75;292
#RollCallVote;#WeMadeHistory;2.605131019;268;364
#VoteTrump;#IowaCaucus;2.600301056;348;144
#AmericaFirst;#LaudatoSi;2.597712586;15;156
#MakeAmericaGreatAgain;#Teachers4Trump;2.585622567;173;296
#MakeAmericaGreatAgain;#CA4Trump;2.585622567;173;33
#MakeAmericaGreatAgain;#NeverDems;2.585622567;173;221
#MAGA;#VoterRegistrationDay;2.58480972;172;347
#Trump2016;#TeamTrump;2.581947769;314;303
#DemsInPhilly;#DemsInPHL;2.561222681;75;75
#Trump2016;#SallyRideDay;2.545465705;314;270
#AmericaFirst;#LoveTrumpsHate;2.516137111;15;158
#Debate;#MAGA;2.5;63;172
#Debate;#Debates2016;2.5;63;65
#AmericaFirst;#RNCinCLE;2.489086708;15;257
#ImWithHer;#StrongerTogether;2.487526391;133;292
#VoteTrumpMI;#VoteTrumpIL;2.486611666;352;350
#Trump2016;#VoteTrumpMI;2.485191294;314;352
#VoteTrumpIL;#VoteTrumpMI;2.48447205;350;352
#ImWithYou;#LoveTrumpsHate;2.476739138;133;158
#Trump2016;#LSSC;2.466969653;314;159
#MakeAmericaGreatAgain;#2A;2.4559579;173;3
#MAGA;#DemConvention;2.432049403;172;69
#StrongerTogether;#ImWithHer;2.419566758;292;133
#MAGA;#GunViolence;2.414515802;172;118
#TRUMP2016;#GunViolence;2.395209581;314;118
#GunViolence;#MAGA;2.395209581;118;172
#GunViolence;#TRUMP2016;2.395209581;118;314
#Debates2016;#ImWithYou;2.389104564;65;133
#MAGA;#LoveTrumpsHate;2.359672699;172;158
#SuperTuesday;#CNN;2.351610583;295;46
#Teachers4Trump;#MakeAmericaGreatAgain;2.350176263;296;173
#CA4Trump;#MakeAmericaGreatAgain;2.350176263;33;173
#NeverDems;#MakeAmericaGreatAgain;2.350176263;221;173
#ISIS;#MAGA;2.34741784;145;172
#TBT;#MakeAmericaGreatAgain;2.344202003;296;173
#TrumpPence16;#DemsInPhilly;2.343943459;325;75
#PrimaryDay;#NewYorkValues;2.336318305;248;228
#PrimaryDay;#NYPrimary;2.336318305;248;232
#MakeAmericaGreatAgain;#AlwaysTrump;2.336114423;173;8
#Trump2016;#TBT;2.331755618;314;296
#Trump2016;#MAGA;2.325682322;314;172
#MakeAmericaGreatAgain;#VoteTrumpNY;2.319599937;173;356
#Trump;#TitleIX;2.31918711;313;312
#ActOnClimate;#Trump2016;2.318295654;4;314
#TitleIX;#Trump;2.309468822;312;313
#TitleIX;#Clinton;2.309468822;312;45
#Clinton;#TitleIX;2.309468822;45;312
#VoteTrumpVT;#VoteTrumpMA;2.283105023;358;351
#VoteTrumpMA;#VoteTrumpVT;2.283105023;351;358
#SheWon;#Debates2016;2.280763943;279;65
#FightForFamilies;#HoustonFlood;2.270215195;94;130
#MakeAmericaGreatAgain;#TrumpSupporters;2.255932153;173;327
#MakeAmericaGreatAgain;#NeverHillary;2.245705417;173;223
#ObamaCare;#MakeAmericaGreatAgain;2.245050462;236;173
#AmericaGreatAgain;#Excellent;2.242152466;16;93
#Excellent;#AmericaGreatAgain;2.242152466;93;16
#MAGA;#StrongerTogether;2.238498327;172;292
#MakeAmericaGreatAgain;#LSSC;2.221106698;173;159
#MakeAmericaGreatAgain;#SCOTUS;2.219479919;173;277
#DemsInPhilly;#DemsinPHL;2.21813143;75;75
#MAGA;#TrumpMovement;2.199066688;172;323
#Trump2016;#SCPrimary;2.17515802;314;277
#SuperTuesday;#VoteTrump;2.159056907;295;348
#LaudatoSi;#AmericaFirst;2.150537634;156;15
#LaudatoSi;#Trump2016;2.150537634;156;314
#Trump2016;#LightweightSenatorMarcoRubio;2.140642353;314;158
#DemConvention;#LoveTrumpsHate;2.127658223;69;158
#MakeAmericaGreatAgain;#SuperTuesday;2.118288682;173;295
#DemConvention;#MAGA;2.113126428;69;172
#Benghazi;#debate;2.111932418;23;63
#LoveTrumpsHate;#AmericaFirst;2.089731238;158;15
#DemsInPHL;#MAGA;2.08892161;75;172
#LoveTrumpsHate;#ImWithYou;2.081345477;158;133
#Cruz;#laurencetribe;2.070393375;55;156
#laurencetribe;#MaryBrigidMcManamon;2.070393375;156;173
#laurencetribe;#Cruz;2.070393375;156;55
#MakeAmericaGreatAgain;#MaryBrigidMcManamon;2.066149462;173;173
#MakeAmericaGreatAgain;#Cruz;2.065647268;173;55
#MorningJoe;#Trump2016;2.057613169;199;314
#Trump2016;#Mahalo;2.050712621;314;172
#Trump2016;#TrumpWaikiki;2.050712621;314;329
#Trump2016;#Colbert;2.044288585;314;48
#Trump;#MegynKellyPresents;2.036316521;313;191
#MegynKellyPresents;#Trump;2.032520325;191;313
#MakeAmericaGreatAgain;#ElectionDay;2.02910186;173;86
#MakeAmericaGreatAgain;#DefendtheSecond;2.02910186;173;68
#VoteTrump;#EstoyConElla;2.024666276;348;92
#VoteTrump;#PrimaryDay;2.018402898;348;248
#MakeAmericaGreatAgain;#CrookedHillary;2.01113702;173;54
#ICYMI;#MakeAmericaGreatAgain;2.009410582;133;173
#SuperTuesday;#FAIL;1.992376098;295;94
#SuperTuesday;#Politician;1.992376098;295;246
#INPrimary;#Trump2016;1.991746119;135;314
#GOPDebate;#ThankAVet;1.991388095;112;308
#AmericaFirst;#GOPConvention;1.991336773;15;110
#DemsInPHL;#TrumpPence16;1.988587145;75;325
#VoteTrumpSC;#Trump2016;1.987554783;357;314
#Trump2016;#IowaCaucus;1.974351322;314;144
#NationalVoterRegistrationDay;#TrumpWon;1.9591768;205;330
#MakeAmericaGreatAgain;#CommonLaw;1.957223752;173;51
#MakeAmericaGreatAgain;#NaturalBorn;1.957223752;173;206
#PAPrimary;#MSNBCTownhall;1.951546097;243;201
#DemConvention;#DemsinPHL;1.944504972;69;75
#RIPrimary;#MSNBCTownhall;1.944023516;253;201
#Debates2016;#SheWon;1.93932051;65;279
#HoustonFlood;#FightForFamilies;1.937984496;130;94
#MakeAmericaGreatAgain;#AmericaFIRST;1.93724003;173;15
#RNCINCLE;#AmericaFirst;1.936108422;257;15
#Trump2016;#RIPrimary;1.915841325;314;253
#Trump2016;#PAPrimary;1.91552268;314;243
#AmericaFirst;#GOPinCLE;1.913623781;15;116
#Trump2016;#MDPrimary;1.910196766;314;174
#Trump2016;#CTPrimary;1.910196766;314;56
#Trump2016;#DEPrimary;1.910196766;314;75
#Debates2016;#TrumpPence16;1.909345865;65;325
#MakeAmericaGreatAgain;#Colbert;1.905038762;173;48
#CommonLaw;#laurencetribe;1.901140684;51;156
#NaturalBorn;#laurencetribe;1.901140684;206;156
#laurencetribe;#CommonLaw;1.901140684;156;51
#laurencetribe;#NaturalBorn;1.901140684;156;206
#SCOTUS;#MakeAmericaGreatAgain;1.888853507;277;173
#TrumpYourself;#TrumpPence2016;1.881965645;331;326
#Trump2016;#Wisconsin;1.881552755;314;428
#MakeAmericaGreatAgain;#LightweightSenatorMarcoRubio;1.879158916;173;158
#MAKEAMERICAGREATAGAIN;#MakeAmericaGreatAgain;1.865980586;173;173
#ElectionDay;#MakeAmericaGreatAgain;1.858736059;86;173
#DefendtheSecond;#MakeAmericaGreatAgain;1.858736059;68;173
#Cruz;#LaurenceTribe;1.853568119;55;156
#TedCruz;#MaryBrigidMcManamon;1.853568119;306;173
#LaurenceTribe;#MaryBrigidMcManamon;1.853568119;156;173
#LaurenceTribe;#Cruz;1.853568119;156;55
#Trump2016;#LoneStarState;1.852739812;314;158
#AZPrimary;#Brussels;1.846760375;22;30
#Trump2016;#VoteTrumpNV;1.838867569;314;355
#ArizonaPrimary;#Brussels;1.837977004;19;30
#VoteTrump;#LittleMarco;1.835542665;348;158
#debate;#ImWithHer;1.833168915;63;133
#MakeAmericaGreatAgain;#MDPrimary;1.819591865;173;174
#MakeAmericaGreatAgain;#CTPrimary;1.819591865;173;56
#MakeAmericaGreatAgain;#DEPrimary;1.819591865;173;75
#MakeAmericaGreatAgain;#FAIL;1.807460514;173;94
#MakeAmericaGreatAgain;#Politician;1.807460514;173;246
#Benghazi;#MAGA;1.806684734;23;172
#Trump2016;#Brussels;1.801431517;314;30
#MDPrimary;#MSNBCTownhall;1.800180018;174;201
#CTPrimary;#MSNBCTownhall;1.800180018;56;201
#DEPrimary;#MSNBCTownhall;1.800180018;75;201
#MAGA;#DemsinPHL;1.787515291;172;75
#AlwaysTrump;#MakeAmericaGreatAgain;1.777188832;8;173
#DebateNight;#TrumpTrain;1.776037305;64;328
#TrumpPence16;#DemsinPHL;1.773835434;325;75
#Trump2016;#NoLoyalty;1.772395733;314;230
#Trump2016;#iVoted;1.766397159;314;145
#MakeAmericaGreatAgain;#ThankAVet;1.759110269;173;308
#ImWithHer;#AmericaFirst;1.75254437;133;15
#ImWithHer;#DebateNight;1.747391562;133;64
#VoteTrump;#MaryBrigidMcManamon;1.744583869;348;173
#VoteTrump;#Cruz;1.744553917;348;55
#SheWon;#1;1.741221383;279;1
#CommonLaw;#LaurenceTribe;1.716738197;51;156
#NaturalBorn;#LaurenceTribe;1.716738197;206;156
#TedCruz;#CommonLaw;1.716738197;306;51
#TedCruz;#NaturalBorn;1.716738197;306;206
#TedCruz;#LaurenceTribe;1.716738197;306;156
#LaurenceTribe;#CommonLaw;1.716738197;156;51
#LaurenceTribe;#NaturalBorn;1.716738197;156;206
#MAGA;#DemsInPhilly;1.716225148;172;75
#VoteTrumpSC;#TeamTrump;1.714016835;357;303
#VoteTrumpSC;#MaitnerStrong;1.714016835;357;172
#VoteTrumpIL;#VoteTrumpVT;1.70212766;350;358
#VoteTrumpVT;#VoteTrumpIL;1.70212766;358;350
#DemsInPhilly;#TBT;1.70109322;75;296
#Trump2016;#INPrimary;1.69672353;314;135
#TrumpTrain;#LittleMarco;1.695152832;328;158
#GOPConvention;#RNCinCLE;1.69273654;110;257
#DebateNight;#SheWon;1.678723042;64;279
#Trump2016;#NevadaCaucus;1.664639215;314;219
#MakeAmericaGreatAgain;#VoteTrumpMI;1.664131132;173;352
#DemsInPhilly;#NATO;1.662581945;75;206
#UtahCaucus;#Brussels;1.660414214;345;30
#UTCaucus;#Brussels;1.660414214;346;30
#Trump2016;#1;1.659144966;314;1
#MakeAmericaGreatAgain;#Brussels;1.652332208;173;30
#Cruz;#VoteTrump;1.646090535;55;348
#Cruz;#MakeAmericaGreatAgain;1.646090535;55;173
#FITN;#ObamaCare;1.645335818;95;236
#DemsinPHL;#DemConvention;1.643385374;75;69
#LittleMarco;#TrumpTrain;1.639344262;158;328
#VoteTrump;#CommonLaw;1.635747718;348;51
#VoteTrump;#NaturalBorn;1.635747718;348;206
#IACaucus;#ThankAVet;1.635693907;131;308
#NationalVoterRegistrationDay;#VoterRegistrationDay;1.633416195;205;347
#NationalVoterRegistrationDay;#MakeAmericaGreatAgain;1.633416195;205;173
#trump2016;#Trump2016;1.628153451;314;314
#ICYMI;#Trump2016;1.614259086;133;314
#MakeAmericaGreatAgain;#TeamTrump;1.609634732;173;303
#Trump2016;#MeetTheTrumps;1.602501999;314;190
#RollCallVote;#DemsInPhilly;1.596896587;268;75
#RollCallVote;#ImWithHer;1.596896587;268;133
#LSSC;#Trump2016;1.592644565;159;314
#LSSC;#MakeAmericaGreatAgain;1.592644565;159;173
#WomanCard;#INDPrimary;1.591445053;429;134
#LightweightSenatorMarcoRubio;#Trump2016;1.587301587;158;314
#LightweightSenatorMarcoRubio;#MakeAmericaGreatAgain;1.587301587;158;173
#MAGA;#1;1.566198403;172;1
#RNCinCLE;#MakeAmericaSafeAgain;1.565587836;257;173
#DebateNight;#TrumpWon;1.562460857;64;330
#DebateNight;#1;1.562460857;64;1
#TrumpSupporters;#MakeAmericaGreatAgain;1.56128025;327;173
#Colbert;#Trump2016;1.557632399;48;314
#Colbert;#MakeAmericaGreatAgain;1.557632399;48;173
#MAGA;#TrumpTrain;1.553591734;172;328
#TeamTrump;#VoteTrumpSC;1.552029784;303;357
#MaitnerStrong;#VoteTrumpSC;1.550387597;172;357
#VoteTrumpNH;#NHPrimary;1.546715636;354;228
#TrumpPence16;#LoveTrumpsHate;1.545802972;325;158
#CrookedHillary;#MakeAmericaGreatAgain;1.54501866;54;173
#WIPrimary;#Wisconsin;1.544219791;428;428
#CommonLaw;#VoteTrump;1.537279016;51;348
#CommonLaw;#MakeAmericaGreatAgain;1.537279016;51;173
#NaturalBorn;#VoteTrump;1.537279016;206;348
#NaturalBorn;#MakeAmericaGreatAgain;1.537279016;206;173
#ObamaCare;#FITN;1.530324688;236;95
#PAPrimary;#Trump2016;1.528816946;243;314
#ICYMI;#Hannity;1.528796015;133;118
#Hannity;#ICYMI;1.528287706;118;133
#trump2016;#Hannity;1.527984089;314;118
#Hannity;#trump2016;1.527649962;118;314
#RIPrimary;#Trump2016;1.521655045;253;314
#Trump2016;#EarthDay;1.520426918;314;83
#SuperTuesday;#MakeAmericaGreatAgain;1.517020608;295;173
#ImWithYou;#Obamacare;1.511136452;133;236
#AmericaFirst;#OrlandoUnited;1.510184586;15;242
#RNCinCLE;#StrongerTogether;1.49984008;257;292
#MAGA;#TrumpWon;1.486593905;172;330
#TrumpTrain;#MaryBrigidMcManamon;1.485598256;328;173
#TrumpTrain;#Cruz;1.485597847;328;55
#Trump2016;#FAIL;1.483690828;314;94
#Trump2016;#Politician;1.483690828;314;246
#Trump2016;#APAHM;1.481292461;314;17
#Cruz;#TrumpTrain;1.473839352;55;328
#WomensEqualityDay;#CrookedHillary;1.472870423;429;54
#Trump2016;#RNC;1.472410085;314;254
#MakeAmericaGreatAgain;#RNCInCLE;1.464453752;173;257
#MakeAmericaGreatAgain;#iVoted;1.459955304;173;145
#ThankAVet;#IACaucus;1.459854015;308;131
#ThankAVet;#GOPDebate;1.459854015;308;112
#ThankAVet;#MakeAmericaGreatAgain;1.459854015;308;173
#TrumpYourself;#NATO;1.448232201;331;206
#TrumpYourself;#StandTogether;1.448232201;331;285
#DemConvention;#StrongerTogether;1.447066465;69;292
#WomanCard;#womancard;1.435135975;429;429
#LittleMarco;#VoteTrump;1.43472023;158;348
#LittleMarco;#MakeAmericaGreatAgain;1.43472023;158;173
#ImWithHer;#MAGA;1.434466241;133;172
#Trump2016;#WomanCard;1.430406001;314;429
#trump2016;#MAKEAMERICAGREATAGAIN;1.411745851;314;173
#MAKEAMERICAGREATAGAIN;#trump2016;1.411745851;173;314
#MakeAmericaGreatAgain;#primary;1.406366814;173;247
#MakeAmericaGreatAgain;#presidenttrump;1.406366814;173;247
#DemConvention;#ImWithHer;1.405481244;69;133
#UtahCaucus;#AmericanSamoa;1.401541696;345;17
#UtahCaucus;#VoteTrump;1.401541696;345;348
#UTCaucus;#AmericanSamoa;1.401541696;346;17
#UTCaucus;#VoteTrump;1.401541696;346;348
#TrumpTrain;#CommonLaw;1.39776029;328;51
#TrumpTrain;#NaturalBorn;1.39776029;328;206
#GOPDebate;#NeverTrump;1.392807907;112;224
#MakeAmericaGreatAgain;#HaileyPuckett;1.389222302;173;118
#VoteTrumpNV;#Trump2016;1.387139923;355;314
#CommonLaw;#TrumpTrain;1.386001386;51;328
#NaturalBorn;#TrumpTrain;1.386001386;206;328
#MDPrimary;#Trump2016;1.38121547;174;314
#MDPrimary;#MakeAmericaGreatAgain;1.38121547;174;173
#CTPrimary;#Trump2016;1.38121547;56;314
#CTPrimary;#MakeAmericaGreatAgain;1.38121547;56;173
#DEPrimary;#Trump2016;1.38121547;75;314
#DEPrimary;#MakeAmericaGreatAgain;1.38121547;75;173
#MakeAmericaGreatAgain;#DemsinPhilly;1.380098981;173;75
#FITN;#VoteTrump;1.37952455;95;348
#NYPrimary;#PrimaryDay;1.379001561;232;248
#RNCInCLE;#TrumpPence16;1.376203225;257;325
#Trump2016;#AmericaFIRST;1.373457182;314;15
#TrumpIsWithYou;#RNCInCLE;1.368925394;321;257
#BrexitVote;#Brexit;1.365565668;29;28
#womancard;#WomanCard;1.36425648;429;429
#ImWithYou;#debatenight;1.354312078;133;64
#INPrimary;#APAHM;1.352145289;135;17
#Trump2016;#VoteTrumpIL;1.348139916;314;350
#Trump2016;#GOPdebate;1.345006257;314;112
#VoterRegistrationDay;#MAGA;1.343183345;347;172
#TrumpPence16;#ImWithHer;1.340529731;325;133
#iRegistered;#SheWon;1.340482574;145;279
#CitizensUnited;#RNCinCLE;1.335219739;44;257
#MakeAmericaGreatAgain;#ActOnClimate;1.331642034;173;4
#MakeAmericaGreatAgain;#DNCinPHL;1.329454993;173;79
#Trump2016;#VoteTrumpMA;1.325712704;314;351
#VoteTrumpNV;#TrumpNV;1.325153809;355;324
#MakeAmericaGreatAgain;#APAHM;1.319880069;173;17
#Trump2016;#JohnRyder;1.315012546;314;148
#Trump2016;#EstoyConElla;1.311893266;314;92
#NewYorkValues;#PrimaryDay;1.310956216;228;248
#Trump2016;#VoteTrumpNC;1.308875569;314;353
#WomanCard;#Trump;1.308224867;429;313
#SuperTuesday;#NASCAR;1.307805953;295;205
#NoMoreSilence;#Olmstead;1.305695181;231;237
#CrookedHillary;#LESM;1.302983839;54;157
#VoteTrump;#NASCAR;1.298869328;348;205
#iRegistered;#NationalVoterRegistrationDay;1.297858533;145;205
#Trump2016;#VoteTrumpVT;1.294632807;314;358
#CaucusForTrump;#IACaucus;1.29216296;40;131
#DebateNight;#NationalVoterRegistrationDay;1.282660426;64;205
#AmericaFirst;#Benghazi;1.282110829;15;23
#ImWithYou;#ImWithHer;1.278340796;133;133
#Trump2016;#Donald;1.276021629;314;80
#DemsInPhilly;#DNC;1.268451283;75;79
#goodtrouble;#Olmstead;1.268230818;108;237
#Olmstead;#goodtrouble;1.268230818;237;108
#Olmstead;#NoBillNoBreak;1.268230818;237;229
#TPP;#MAGA;1.267427123;312;172
#LESM;#CrookedHillary;1.264237496;157;54
#GOPDebate;#FoxNews;1.260641611;112;105
#NevadaCaucus;#Trump2016;1.249522088;219;314
#GOPDebate;#ROGERAILES;1.249518364;112;266
#GOPDebate;#MichaelMoore;1.249518364;112;195
#VoteTrump;#VoteTrumpNY;1.24803729;348;356
#MakeAmericaGreatAgain;#EstoyConElla;1.242931232;173;92
#VoteTrump;#POTUS;1.235948119;348;247
#LGBT;#DemConvention;1.235726859;158;69
#AmericaFirst;#ISIS;1.233040107;15;145
#FITN;#NHPrimary;1.228084441;95;228
#VoteTrump;#SuperTuesday;1.224934768;348;295
#ImWithYou;#VoterRegistrationDay;1.223696621;133;347
#WomanCard;#Trump2016;1.215007991;429;314
#DemConvention;#DemsinPhilly;1.214862426;69;75
#MakeAmericaGreatAgain;#LoneStarState;1.214180196;173;158
#DebateNight;#iRegistered;1.213556502;64;145
#MAGA;#imwithher;1.205917492;172;133
#MAGA;#CripTheVote;1.205917492;172;53
#MAGA;#ADA;1.205917492;172;5
#SCPrimary;#POTUS;1.204543018;277;247
#FITN;#Trump2016;1.204412466;95;314
#OrlandoUnited;#AmericaFirst;1.203499758;242;15
#SCPrimary;#Trump2016;1.202479469;277;314
#NevadaCaucus;#TrumpNV;1.20003424;219;324
#Trump2016;#RTM2016;1.199058974;314;269
#VoteTrumpNY;#VoteTrump;1.195798905;356;348
#FITN;#NHPolitics;1.189219127;95;228
#Trump2016;#CrookedHillary;1.183182721;314;54
#Trump2016;#Trump360;1.18289827;314;315
#VoteTrump;#FITN;1.178396234;348;95
#TrumpTrain;#USA;1.178394584;328;338
#Wisconsin;#WIPrimary;1.17012617;428;428
#Wisconsin;#Trump2016;1.17012617;428;314
#USA;#TrumpTrain;1.164144354;338;328
#NATO;#TrumpYourself;1.163776022;206;331
#IACaucus;#Trump2016;1.160537653;131;314
#StandTogether;#TrumpYourself;1.160092807;285;331
#RNCinCLE;#AIDSFreeGeneration;1.150779458;257;6
#FITN;#VoteTrumpNH;1.148794307;95;354
#SheWon;#StrongerTogether;1.141077448;279;292
#VoteTrump;#Brussels;1.137009476;348;30
#FoxNews;#GOPDebate;1.134259461;105;112
#PrimaryDay;#iVoted;1.133577574;248;145
#iRegistered;#MAGA;1.131221719;145;172
#Debates2016;#iRegistered;1.131052248;65;145
#DebateNight;#LoveTrumpsHate;1.126355068;64;158
#SheWon;#LoveTrumpsHate;1.121983477;279;158
#AmericaFirst;#debate;1.119861447;15;63
#ROGERAILES;#GOPDebate;1.117942985;266;112
#MichaelMoore;#GOPDebate;1.117942985;195;112
#CrookedHillary;#Trump2016;1.114887514;54;314
#INDPrimary;#WomanCard;1.114206128;134;429
#StrongerTogether;#NationalVoterRegistrationDay;1.11281359;292;205
#MakeAmericaGreatAgain;#EarthDay;1.112591175;173;83
#ImWithHer;#TrumpPence16;1.111070775;133;325
#POTUS;#SCPrimary;1.108445675;247;277
#StrongerTogether;#DemConvention;1.103944152;292;69
#Olmstead;#NoMoreSilence;1.101321586;237;231
#Olmstead;#holdthefloor;1.101321586;237;129
#holdthefloor;#Olmstead;1.101321586;129;237
#Debates2016;#LoveTrumpsHate;1.097325366;65;158
#Debates2016;#StrongerTogether;1.093425507;65;292
#ImWithYou;#Enjoy;1.091958779;133;90
#trump2016;#HaileyPuckett;1.090135946;314;118
#HaileyPuckett;#trump2016;1.089324619;118;314
#HaileyPuckett;#MakeAmericaGreatAgain;1.089324619;118;173
#DebateNight;#StrongerTogether;1.088046749;64;292
#AmericaFirst;#LaborDay;1.086792689;15;155
#MakeAmericaGreatAgain;#IowaCaucus;1.084929909;173;144
#NYPrimary;#VoteTrumpNY;1.082281995;232;356
