name1;name2;weight;Source;Target
#NoMoreSilence;#veterans;0.232351454;231;346
#NeverTrump;#taxplan;0.232322599;224;295
#NeverTrump;#smallbiz;0.232322599;224;280
#VoteTrump;#SOTU;0.232058584;348;281
#1;#NationalVoterRegistrationDay;0.231487716;1;205
#taxplan;#NeverTrump;0.231213873;295;224
#StrongerTogether;#RNCinCLE;0.230924849;292;257
#MakeAmericaGreatAgain;#media;0.230913474;173;188
#VoteTrump;#ImWithHer;0.230686199;348;133
#ImWithYou;#TPP;0.230169933;133;312
#VirWINia;#PurpleHeartDay;0.230140581;347;251
#MakeAmericaGreatAgain;#DNC;0.229914542;173;79
#ImWithHer;#CAPrimary;0.229666104;133;34
#VoteTrump;#Arizona;0.229545429;348;18
#TitleIX;#CrookedHillary;0.229252636;312;54
#SCOTUS;#Imwithyou;0.229032776;277;133
#PurpleHeartDay;#VirWINia;0.228675966;251;347
#Imwithyou;#MoreInCommon;0.228585356;133;197
#RNCinCLE;#DemsInPHL;0.228046597;257;75
#Wimbledon;#Trump2016;0.227401933;428;314
#VoteTrumpIL;#NevadaCaucus;0.227350233;350;219
#VoteTrumpIL;#VoteTrumpNV;0.227350233;350;355
#MakeAmericaGreatAgain;#Women4Ttump;0.227232257;173;429
#SheWon;#Benghazi;0.227145434;279;23
#MakeAmericaGreatAgain;#BlackWomensEqualPay;0.22704668;173;27
#Diwali;#ImWithHer;0.226577546;79;133
#GOPConvention;#CitizensUnited;0.2262254;110;44
#SheWon;#ISIS;0.225815746;279;145
#AIDSFreeGeneration;#RNCinCLE;0.225733634;6;257
#ImWithHer;#DemsinPHL;0.225088798;133;75
#TrumpTrain;#1;0.224795643;328;1
#ImWithHer;#DemsInPHL;0.224528172;133;75
#ImWithHer;#2A;0.224444939;133;3
#RNCinCLE;#JuntosSePuede;0.224351055;257;151
#AmericaFirst;#HispanicHeritageMonth;0.224324411;15;128
#RNCinCLE;#DemsinPHL;0.224265571;257;75
#FNS;#MayDay;0.224114747;102;173
#MayDay;#FNS;0.224114747;173;102
#MakeAmericaGreatAgain;#MothersDay;0.223093121;173;200
#USMC2016;#NYCPride;0.223040036;339;232
#NYCPride;#USMC2016;0.223040036;232;339
#RNCinCLE;#IranDeal;0.22282979;257;145
#VoteTrump;#WIPrimary;0.222549697;348;428
#SCPrimary;#MakeAmericaGreatAgain;0.222530193;277;173
#LSSC;#FightForFamilies;0.222424291;159;94
#MegynKellyPresents;#Trump2016;0.222370469;191;314
#VoteTrump;#trump;0.222358579;348;313
#SheWon;#debate;0.222285879;279;63
#FNS;#Trump2016;0.222074173;102;314
#trump2016;#TrumpNV;0.221736782;314;324
#MichaelBrown;#SecondAmendment;0.221631206;194;278
#MothersoftheMovement;#SecondAmendment;0.221631206;201;278
#ChangeAgents;#SecondAmendment;0.221631206;41;278
#SecondAmendment;#MichaelBrown;0.221631206;278;194
#SecondAmendment;#MothersoftheMovement;0.221631206;278;201
#SecondAmendment;#ChangeAgents;0.221631206;278;41
#ICYMI;#TrumpNV;0.221558247;133;324
#RollCallVote;#DemsInPHL;0.22120151;268;75
#MakeAmericaGreatAgain;#CAPrimary;0.220724347;173;34
#VoteTrump;#SuperSaturday;0.220468117;348;294
#TrumpNV;#ICYMI;0.220434255;324;133
#TrumpNV;#trump2016;0.220434255;324;314
#RNCinCLE;#ImWithYou;0.220245521;257;133
#MakeAmericaGreatAgain;#KhizrKhan;0.220077209;173;155
#RNCinCLE;#WeMadeHistory;0.220029462;257;364
#ImWithYou;#media;0.220003292;133;188
#Filibuster;#AmericaFirst;0.219731927;94;15
#Filibuster;#Trump2016;0.219731927;94;314
#Enough;#AmericaFirst;0.219731927;91;15
#Enough;#Trump2016;0.219731927;91;314
#AmericaFirst;#LESM;0.21964174;15;157
#Pulse;#DemConvention;0.219466696;250;69
#IACaucus;#AmericaGreatAgain;0.21922087;131;16
#VoteTrump;#EauClaire;0.219159478;348;85
#VoteTrump;#Racine;0.219159478;348;251
#VoteTrump;#Wausau;0.219159478;348;363
#RNCinCLE;#Trump2016;0.219039423;257;314
#ICYMI;#POTUS;0.218960469;133;247
#ActOnClimate;#EarthDay;0.218945002;4;83
#MakeAmericaGreatAgain;#TrumpPence2016;0.218895189;173;326
#MakeAmericaGreatAgain;#StandTogether;0.21888352;173;285
#voteTrump;#MakeAmericaGreatAgain;0.218794443;348;173
#Hannity;#TrumpPence16;0.218691636;118;325
#CrookedHillary;#AmericaFirst;0.218507742;54;15
#fixdemocracyfirst;#CrookedHillary;0.218483723;101;54
#BuildTheWall;#TrumpPence16;0.218388294;31;325
#DemsinPHL;#WeMadeHistory;0.218388294;75;364
#DemsInPhilly;#AmericaFirst;0.218378943;75;15
#AmericaFirst;#MakeAmericaSafeAgain;0.218303626;15;173
#TrumpPence16;#Debates2016;0.218280344;325;65
#EarthDay;#ActOnClimate;0.218245308;83;4
#RNCinCLE;#RollCallVote;0.218060138;257;268
#AmericaFirst;#NetNeutrality;0.217959423;15;218
#ImWithHer;#NATO;0.217858252;133;206
#TrumpTrain;#OpioidAwarenessWeek;0.217770766;328;240
#MakeAmericaGreatAgain;#KentuckyDerby;0.217424493;173;154
#DemsInPhilly;#GOPConvention;0.217169457;75;110
#DemsInPhilly;#GOPinCLE;0.217169457;75;116
#JuntosSePuede;#ImWithYou;0.217084554;151;133
#TrumpPence16;#NABJNAHJ16;0.216948043;325;204
#Trump2016;#FeelTheBern;0.216850738;314;94
#ImWithYou;#MakeAmericaSafeAgain;0.216721017;133;173
#SheWon;#Debate;0.216609128;279;63
#TrumpYourself;#TrumpPence16;0.216532824;331;325
#IACaucus;#Excellent;0.216521113;131;93
#TrumpPence16;#MakeAmericaSafeAgain;0.216434488;325;173
#EastVillage;#NYPrimary;0.216333153;84;232
#Trump;#SCOTUS;0.215926477;313;277
#TrumpPence16;#DemsinPhilly;0.21590697;325;75
#MakeAmericaGreatAgain;#ALConvention2016;0.215879774;173;8
#WattersWorld;#AZPrimary;0.215726459;363;22
#TrumpPence16;#debate;0.215406164;325;63
#MakeAmericaGreatAgain;#MadeForHistory;0.214942323;173;171
#GO;#MakeAmericaGreatAgain;0.214546235;108;173
#DemsInPhilly;#RNCINCLE;0.214496073;75;257
#VoteTrumpNY;#POTUS;0.214195676;356;247
#CrookedHillary;#NPS100;0.214072533;54;232
#POTUS;#ICYMI;0.213960337;247;133
#iVoted;#VoteTrump;0.213926623;145;348
#TBT;#MeetTheTrumps;0.213327628;296;190
#MAGA;#WheresHillary;0.213107401;172;383
#AmericaFirst;#NATO;0.212768746;15;206
#WHCD;#MakeAmericaGreatAgain;0.212765957;366;173
#AmericaFirst;#ALConvention2016;0.212539492;15;8
#MakeAmericaGreatAgain;#brexit;0.212442947;173;28
#Trump2016;#OHHillYes;0.212257934;314;236
#AmericaFirst;#WomensEqualityDay;0.211880108;15;429
#PrimaryDay;#FightForFamilies;0.211749499;248;94
#WomanCard;#ImWithHer;0.211627972;429;133
#TPP;#AmericaFirst;0.211215545;312;15
#TrumpPence16;#debatenight;0.211137334;325;64
#NVcaucus;#NevadaCaucus;0.211059519;232;219
#NVcaucus;#VoteTrumpNV;0.211059519;232;355
#AmericaFirst;#StandTogether;0.210877346;15;285
#SCOTUS;#Trump;0.21082652;277;313
#RNCinCLE;#DemsinPhilly;0.210696321;257;75
#Trump2016;#DemPlatform;0.210259495;314;71
#WHCD;#INPrimary;0.210172341;366;135
#WHCD;#Trump2016;0.210172341;366;314
#MakeAmericaGreatAgain;#SheWon;0.209671915;173;279
#SOTU;#IACaucus;0.209620732;281;131
#SOTU;#FITN;0.209620732;281;95
#WCS16;#AmericaFirst;0.209380235;364;15
#Hannity;#MakeAmericaGreatAgain;0.208872489;118;173
#debate;#SheWon;0.208491576;63;279
#enough;#DemConvention;0.208333333;91;69
#TrumpTrain;#ICYMI;0.208255748;328;133
#MAGA;#SCOTUS;0.207877831;172;277
#ImWithYou;#brexit;0.207257485;133;28
#RogerStone;#Trump2016;0.207189475;267;314
#StrongerTogether;#TrumpPence16;0.207009377;292;325
#VoteTrumpNV;#MakeAmericaGreatAgain;0.206812073;355;173
#MakeAmericaGreatAgain;#TrumpYourself;0.206726557;173;331
#TrumpPence16;#TPP;0.20659168;325;312
#TrumpCountry;#Trump2016;0.206526229;318;314
#TrumpCountry;#MakeAmericaGreatAgain;0.206526229;318;173
#Mormon;#Trump2016;0.206526229;198;314
#Mormon;#MakeAmericaGreatAgain;0.206526229;198;173
#UtahPrimary;#Trump2016;0.206526229;346;314
#UtahPrimary;#MakeAmericaGreatAgain;0.206526229;346;173
#Utah4Trump;#Trump2016;0.206526229;344;314
#Utah4Trump;#MakeAmericaGreatAgain;0.206526229;344;173
#Utah;#voteTrump;0.206344961;343;348
#IACaucus;#trump;0.206026575;131;313
#IACaucus;#makeamericagreatagain;0.206026575;131;173
#IACaucus;#WeAreBernie;0.206026575;131;364
#IACaucus;#WeWantTrump;0.206026575;131;364
#IACaucus;#trump2016;0.205986451;131;314
#IACaucus;#With_Cruz_you_lose;0.205986451;131;428
#TrumpTrain;#LoveTrumpsHate;0.205746627;328;158
#Utah;#Trump;0.205471779;343;313
#SheWon;#TPP;0.205353202;279;312
#Trump2016;#Trump4President;0.205198125;314;316
#CrookedHillary;#imwithyou;0.205056868;54;133
#Trump2016;#fixdemocracyfirst;0.204790866;314;101
#Trump2016;#TurnUpToVote;0.204721289;314;334
#StopGunViolence;#DemConvention;0.204660652;290;69
#Trump2016;#WH;0.204654137;314;365
#Trump2016;#DavidCameron;0.204654137;314;57
#MAGA;#VoteTrump;0.204590651;172;348
#DemsinPhilly;#MAGA;0.204560166;75;172
#ALConvention2016;#ImWithYou;0.20451989;8;133
#gunviolence;#Olmstead;0.204373595;118;237
#AsLongAsItTakes;#Olmstead;0.204373595;22;237
#Olmstead;#gunviolence;0.204373595;237;118
#Olmstead;#AsLongAsItTakes;0.204373595;237;22
#DemsInPhilly;#CitizensUnited;0.204039512;75;44
#MakeAmericaGreatAgain;#SayHerName;0.203810503;173;270
#MakeAmericaGreatAgain;#LAflood;0.203800249;173;156
#MakeAmericaGreatAgain;#InternationalNursesDay;0.203667118;173;142
#StandWithLouisiana;#TrumpPence16;0.203334689;286;325
#NationalVoterRegistrationDay;#TrumpPence16;0.203305809;205;325
#MAGA;#Hannity;0.203005426;172;118
#MakeAmericaGreatAgain;#VirWINia;0.202792525;173;347
#CrookedHillary;#DemocraticSitIn;0.202542372;54;71
#MeetTheTrumps;#TBT;0.202511138;190;296
#MAGA;#smallbiz;0.202441302;172;280
#DemsinPHL;#DemsInPhilly;0.202224469;75;75
#primary;#TrumpTrain;0.201938611;247;328
#primary;#NYPrimary;0.201938611;247;232
#presidenttrump;#TrumpTrain;0.201938611;247;328
#presidenttrump;#NYPrimary;0.201938611;247;232
#VoteTrumpNH;#GOPDebate;0.201818833;354;112
#MoreInCommon;#Imwithyou;0.20153164;197;133
#makersandtakers;#ImWithYou;0.201409869;173;133
#NBCNewsForum;#1;0.200885331;207;1
#NeverHillary;#MAGA;0.200876735;223;172
#Ford;#MakeAmericaGreatAgain;0.200561572;103;173
#Carrier;#MakeAmericaGreatAgain;0.200561572;39;173
#Jobs;#MakeAmericaGreatAgain;0.200561572;147;173
#Mexico;#MakeAmericaGreatAgain;0.200561572;193;173
#MAGA;#BuildTheWall;0.200195222;172;31
#WHD;#WheresHillary;0.20010005;367;383
#WheresHillary;#WHD;0.20010005;383;367
#TrumpPence16;#AlwaysTrump;0.19987447;325;8
#RNCinCLE;#fixdemocracyfirst;0.199574414;257;101
#Utah;#AZ;0.19900294;343;22
#Utah;#UT;0.19900294;343;340
#RNCinCLE;#CrookedHillary;0.198960573;257;54
#DemsInPhilly;#ImWithYou;0.198855572;75;133
#LGBT;#MAGA;0.198662003;158;172
#ImWithYou;#CommanderInChiefForum;0.198437057;133;49
#DemPlatform;#dtmag;0.198170733;71;81
#NHPolitics;#MakeAmericaGreatAgain;0.197940484;228;173
#DemPlatform;#Trump2016;0.19772991;71;314
#DemPlatform;#MAGA;0.19772991;71;172
#Imwithyou;#NoBillNoBreak;0.197039785;133;229
#sitin;#GIBill;0.196982213;280;107
#sitin;#veterans;0.196982213;280;346
#NewHampshire;#MakeAmericaGreatAgain;0.196831021;226;173
#Mahalo;#Mediafraud;0.196792286;172;189
#Mediafraud;#Mahalo;0.196792286;189;172
#Mediafraud;#TrumpWaikiki;0.196792286;189;329
#TrumpWaikiki;#Mediafraud;0.196792286;329;189
#ImWithHer;#ICYMI;0.196742469;133;133
#POTUS;#Decision2016;0.196346941;247;66
#KhizrKhan;#ImWithHer;0.195771339;155;133
#MAGA;#MSM;0.195610842;172;201
#MAGA;#VoterFraud;0.195610842;172;347
#AmericaFirst;#StoptheHate;0.19558064;15;291
#VoteTrump;#womancard;0.194670459;348;429
#debate;#TrumpWon;0.194669429;63;330
#debate;#1;0.194669429;63;1
#NoMoreSilence;#MoreInCommon;0.194370178;231;197
#MAGA;#POTUS;0.19422951;172;247
#NPS100;#FlashbackFriday;0.194145613;232;102
#GOPDebate;#SB50;0.194141009;112;271
#GOPDebate;#SuperBowlSunday;0.194141009;112;293
#Hannity;#TrumpNV;0.194094411;118;324
#TrumpTrain;#JohnRyder;0.194079718;328;148
#TPP;#TrumpPence16;0.193986421;312;325
#Elkhart;#Decision2016;0.193929991;87;66
#Decision2016;#POTUS;0.193929991;66;247
#Decision2016;#Elkhart;0.193929991;66;87
#Decision2016;#MakeAmericaGreatAgain;0.193929991;66;173
#MakeAmericaGreatAgain;#iRegistered;0.193376521;173;145
#TrumpPence16;#VirWINia;0.193367515;325;347
#MAGA;#2A;0.192905098;172;3
#ImWithYou;#RosanellEaton;0.192611446;133;269
#TrumpNV;#Hannity;0.192604006;324;118
#TrumpTrain;#DebateNight;0.192372616;328;64
#VoteTrump;#With_Cruz_you_lose;0.192244202;348;428
#MakeAmericaGreatAgain;#RTM2016;0.191917084;173;269
#VoteTrump;#makeamericagreatagain;0.191893771;348;173
#VoteTrump;#WeAreBernie;0.191893771;348;364
#VoteTrump;#WeWantTrump;0.191893771;348;364
#DemsInPhilly;#TrumpMovement;0.191872541;75;323
#Trump2016;#Imwithyou;0.191141726;314;133
#WORK;#NAACP107;0.190621426;429;203
#NAACP107;#WORK;0.190621426;203;429
#PrimaryDay;#EastVillage;0.190573363;248;84
#LoveTrumpsHate;#TrumpWon;0.190327138;158;330
#DemPlatform;#AmericaFirst;0.19024187;71;15
#GOPDebate;#CaucusForTrump;0.190239492;112;40
#NYPrimary;#iVoted;0.189910365;232;145
#MakeAmericaGreatAgain;#SOTU;0.189091158;173;281
#TrumpPence16;#NATO;0.189083276;325;206
#RNCinCLE;#FeelTheBern;0.188808895;257;94
#VoteTrumpSC;#POTUS;0.188794431;357;247
#MakeAmericaGreatAgain;#UAW;0.188579259;173;335
#VoteTrump;#TBT;0.188491655;348;296
#VoteTrumpNH;#SB50;0.188413246;354;271
#VoteTrumpNH;#SuperBowlSunday;0.188413246;354;293
#SuperTuesday;#MAGA;0.1879687;295;172
#MAGA;#VirWINia;0.187776809;172;347
#TrumpPence16;#WomensEqualityDay;0.187693562;325;429
#FITN;#SOTU;0.187587897;95;281
#MakeAmericaGreatAgain;#HarveyPitt;0.187357881;173;118
#WorldRefugeeDay;#DisarmHate;0.18735363;429;77
#LoveTrumpsHate;#Trump2016;0.187260897;158;314
#MAGA;#election2016;0.186764201;172;85
#GO;#Trump2016;0.186741363;108;314
#GO;#VoteTrump;0.186741363;108;348
#CrookedHillary;#NoBillNoBreak;0.186739286;54;229
#RosanellEaton;#MakeAmericaGreatAgain;0.186185068;269;173
#Trump2016;#MoreInCommon;0.185985419;314;197
#Trump2016;#NoBillNoBreak;0.185569068;314;229
#ImWithYou;#GoodTrouble;0.185568074;133;108
#Trump2016;#GIBill;0.185540055;314;107
#Trump2016;#veterans;0.185540055;314;346
#Enjoy;#WomensEqualityDay;0.184979652;90;429
#Trump;#TBT;0.184976759;313;296
#ImWithYou;#WHD;0.184938215;133;367
#RNCinCLE;#DNCinPHL;0.184621936;257;79
#NAACP107;#CrookedHillary;0.184484826;203;54
#MakeAmericaSafeAgain;#RNCinCLE;0.184456315;173;257
#Trump2016;#NoMoreSilence;0.184042797;314;231
#imwithyou;#CrookedHillary;0.18399264;133;54
#AmericaFIRST;#MegynKellyPresents;0.183941874;15;191
#MegynKellyPresents;#AmericaFIRST;0.183941874;191;15
#Trump2016;#Olmstead;0.183933556;314;237
#RNCinCLE;#Pulse;0.18379062;257;250
#Trump2016;#goodtrouble;0.18373723;314;108
#Trump2016;#holdthefloor;0.183707665;314;129
#Trump2016;#NotOneMore;0.183691976;314;232
#RNCinCLE;#enough;0.183639259;257;91
#RNCinCLE;#StopGunViolence;0.183576863;257;290
#Trump2016;#sitin;0.183276791;314;280
#Trump2016;#EndGunViolence;0.183137515;314;89
#VoteTrump;#GOP;0.18306817;348;109
#Trump2016;#gunviolence;0.182749947;314;118
#Trump2016;#AsLongAsItTakes;0.182749947;314;22
#TrumpYourself;#AmericaFirst;0.182714894;331;15
#MAGA;#sendDonaldtospace;0.182654926;172;278
#PrimaryDay;#LSSC;0.182022292;248;159
#Benghazi;#ImWithYou;0.181554103;23;133
#DemocraticSitIn;#CrookedHillary;0.181471736;71;54
#IACaucus;#Trump4Vets;0.180569212;131;317
#Imwithyou;#GIBill;0.180323591;133;107
#Imwithyou;#veterans;0.180323591;133;346
#GOPDebate;#GOPdebate;0.179599233;112;112
#VoteTrump;#voteTrump;0.179553181;348;348
#IACaucus;#SOTU;0.179003661;131;281
#CrookedHillary;#Enjoy;0.178899036;54;90
#NewYorkValues;#ICYMI;0.178856759;228;133
#MAGA;#ElectionDay;0.178588198;172;86
#MAGA;#DefendtheSecond;0.178588198;172;68
#VoteTrump;#Indiana;0.178474128;348;133
#LoveTrumpsHate;#TrumpTrain;0.17845029;158;328
#VoteTrump;#AZ;0.178311387;348;22
#VoteTrump;#UT;0.178311387;348;340
#Trump2016;#FirstInPOTUS;0.178306417;314;94
#NeverHillary;#LESM;0.178250953;223;157
#Trump2016;#RiggedSystem;0.178208152;314;251
#MakeAmericaGreatAgain;#MeetTheTrumps;0.178047179;173;190
#1;#ImWithHer;0.177930359;1;133
#AmericaFirst;#TrumpIsWithYou;0.177783838;15;321
#Trump2016;#Clinton;0.177733932;314;45
#Trump2016;#TitleIX;0.177668219;314;312
#Trump2016;#imwithyou;0.177507766;314;133
#Trump2016;#DemocraticSitIn;0.177496604;314;71
#ISIS;#ImWithYou;0.177446544;145;133
#Hillary2016;#StrongerTogether;0.177336407;118;292
#BlacksForTrump;#StrongerTogether;0.177336407;27;292
#BlackMenForBernie;#StrongerTogether;0.177336407;25;292
#trump2016;#VoteTrumpNV;0.177153143;314;355
#trump2016;#NevadaCaucus;0.177119813;314;219
#ICYMI;#NevadaCaucus;0.17694714;133;219
#ICYMI;#VoteTrumpNV;0.17694714;133;355
#DemsInPHL;#DemsinPhilly;0.176796834;75;75
#POTUS;#AmericaFirst;0.176785568;247;15
#Trump2016;#WestVirginia;0.176559044;314;364
#FITN;#GOPdebate;0.176342164;95;112
#ImWithYou;#NPS100;0.176137549;133;232
#MakeAmericaGreatAgain;#SallyRideDay;0.17604519;173;270
#ICYMI;#ImWithHer;0.175872245;133;133
#OrlandoUnited;#ArmyBDay;0.175728863;242;21
#Trump2016;#BrexitVote;0.175634367;314;29
#1;#iRegistered;0.175573806;1;145
#IACaucus;#RNC;0.175567526;131;254
#ImWithHer;#RNCinCLE;0.175399229;133;257
#AmericaFirst;#RNCInCLE;0.175385509;15;257
#CommonCore;#VoteTrumpNH;0.175361683;50;354
#CaucusForTrump;#GOPDebate;0.175248996;40;112
#TrumpWon;#VoterRegistrationDay;0.174973788;330;347
#TrumpWon;#MakeAmericaGreatAgain;0.174973788;330;173
#MakeAmericaGreatAgain;#ArmedForcesDay;0.174506374;173;20
#VoterRegistrationDay;#Debates2016;0.174504843;347;65
#IranDeal;#Trump2016;0.174474396;145;314
#DemsinPHL;#ImWithHer;0.174352716;75;133
#RobotRubio;#Trump2016;0.174307129;266;314
#DebateNight;#imwithher;0.174276932;64;133
#DebateNight;#CripTheVote;0.174276932;64;53
#DebateNight;#ADA;0.174276932;64;5
#Trump2016;#Brexit;0.174173458;314;28
#iRegistered;#1;0.173761946;145;1
#TrumpTrain;#ImWithHer;0.173621568;328;133
#MakeAmericaGreatAgain;#NPS100;0.173493066;173;232
#MakeAmericaGreatAgain;#MSM;0.173479171;173;201
#MakeAmericaGreatAgain;#VoterFraud;0.173479171;173;347
#VoteTrump;#OnTheRecord;0.173104139;348;238
#NYPrimary;#NewYorkValues;0.173045768;232;228
#Brussels;#Arizona;0.172830971;30;18
#Arizona;#Brussels;0.172830971;18;30
#AmericaFirst;#election2016;0.172714642;15;85
#ImWithYou;#WeTrumpHate;0.172638487;133;364
#Trump;#AmericaFIRST;0.172470778;313;15
#AmericaFirst;#WakeUpAmerica;0.172451709;15;362
#TrumpYourself;#GOPConvention;0.17243819;331;110
#TrumpYourself;#GOPinCLE;0.17243819;331;116
#RestoreTheVRA;#MAGA;0.172242083;251;172
#RNCInCLE;#TrumpPence2016;0.172177832;257;326
#VoteTrump;#TrumpSupporters;0.172078144;348;327
#MakeAmericaGreatAgain;#NABJNAHJ16;0.171945439;173;204
#VoteTrump;#RobotRubio;0.171874377;348;266
#DemsInPhilly;#ICYMI;0.171747755;75;133
#AmericaFirst;#RNCwithBernie;0.171710011;15;265
#RNCinCLE;#NAACP107;0.171606319;257;203
#ClintonKaine;#HillaryKaine2016;0.171468285;46;118
#MakeAmericaSafeAgain;#VirWINia;0.171229475;173;347
#BrexitVote;#ImWithYou;0.171207322;29;133
#POTUS;#ImWithYou;0.171125454;247;133
#DemsinPhilly;#WeMadeHistory;0.1709866;75;364
#DemConvention;#NeverHillary;0.170809233;69;223
#StrongerTogether;#TrumpWon;0.170699954;292;330
#StrongerTogether;#WeMadeHistory;0.170351549;292;364
#Indiana;#WomanCard;0.170343242;133;429
#ImWithHer;#womancard;0.170325914;133;429
#sitin;#MoreInCommon;0.169812686;280;197
#smallbiz;#LAflood;0.169464108;280;156
#VoteTrump;#ThanksObama;0.169384107;348;309
#SheWon;#TrumpPence16;0.169150566;279;325
#RNCinCLE;#WORK;0.168826491;257;429
#TrumpPence16;#Debate;0.168781547;325;63
#AmericaFIRST;#Trump;0.168676731;15;313
#VoteTrump;#MorningJoe;0.168662174;348;199
#ImWithYou;#NBCNewsForum;0.168514652;133;207
#AmericaFirst;#Frozen;0.16842198;15;106
#RNCinCLE;#DNC;0.168173471;257;79
#ImWithYou;#FlashbackFriday;0.168016774;133;102
#LAflood;#smallbiz;0.167912014;156;280
#CoastGuardDay;#MakeAmericaGreatAgain;0.167897918;47;173
#NHPrimary;#TrumpTrain;0.167895702;228;328
#VoteTrump;#KenLangone;0.16752571;348;153
#VoteTrump;#NeilCavuto;0.16752571;348;217
#VoteTrump;#Fox;0.16752571;348;104
#OpioidAwarenessWeek;#MAGA;0.167350013;240;172
#OpioidAwarenessWeek;#TrumpTrain;0.167350013;240;328
#MAGA;#WHD;0.166950596;172;367
#ClintonKaine;#RNCinCLE;0.166937346;46;257
#MAGA;#NBCNewsForum;0.166810686;172;207
#VoteTrump;#AlwaysTrump;0.166469021;348;8
#VirWINia;#MakeAmericaSafeAgain;0.165974596;347;173
#VoteTrump;#TeamTrump;0.165962815;348;303
#VoteTrump;#NHPolitics;0.165918232;348;228
#VoteTrump;#StopCommonCore;0.16587651;348;289
#SCOTUS;#Clinton;0.165331121;277;45
#LSSC;#NYPrimary;0.165287814;159;232
#MDPrimary;#VoteTrump;0.16526194;174;348
#PAPrimary;#MDPrimary;0.16526194;243;174
#PAPrimary;#CTPrimary;0.16526194;243;56
#PAPrimary;#DEPrimary;0.16526194;243;75
#PAPrimary;#VoteTrump;0.16526194;243;348
#RIPrimary;#VoteTrump;0.16526194;253;348
#CTPrimary;#VoteTrump;0.16526194;56;348
#DEPrimary;#VoteTrump;0.16526194;75;348
#POTUS;#UtahCaucus;0.165121307;247;345
#POTUS;#UTCaucus;0.165121307;247;346
#CrookedHillary;#ugpride2016;0.164665952;54;335
#INDPrimary;#MakeAmericaGreatAgain;0.164609053;134;173
#ImWithHer;#TrumpTrain;0.164458271;133;328
#ImWithYou;#WheresHillary;0.164326243;133;383
#IACaucus;#ROGERAILES;0.16401046;131;266
#IACaucus;#MichaelMoore;0.16401046;131;195
#ICYMI;#NewYorkValues;0.163998185;133;228
#AmericaFirst;#RTM2016;0.163794453;15;269
#womancard;#ImWithHer;0.163625951;429;133
#EauClaire;#VoteTrump;0.163385344;85;348
#Racine;#VoteTrump;0.163385344;251;348
#Wausau;#VoteTrump;0.163385344;363;348
#VoteTrump;#APAHM;0.163322859;348;17
#LESM;#TrumpPence16;0.163231347;157;325
#RNCinCLE;#Orlando;0.163049647;257;241
#RNCinCLE;#StoptheHate;0.163049647;257;291
#SCOTUS;#TrumpPence16;0.163014548;277;325
#RNCinCLE;#TBT;0.162792063;257;296
#GIBill;#Olmstead;0.162707452;107;237
#veterans;#Olmstead;0.162707452;346;237
#Olmstead;#GIBill;0.162707452;237;107
#Olmstead;#veterans;0.162707452;237;346
#MAGA;#MakeAmericaSafeAgain;0.162660144;172;173
#FeelTheBern;#CrookedHillary;0.162232317;94;54
#FeelTheBern;#ImWithYou;0.162232317;94;133
#TrumpPence16;#smallbiz;0.161227728;325;280
#ImWithYou;#LibrarianOfCongress;0.161205151;133;158
#GOPConvention;#GOPinCLE;0.161164953;110;116
#Trump2016;#TrumpPence16;0.161125818;314;325
#debate;#TrumpTrain;0.161110329;63;328
#PrimaryDay;#Trump360;0.161074392;248;315
#MAGA;#ImWithHernandez;0.160958885;172;133
#NevadaCaucus;#MakeAmericaGreatAgain;0.160919027;219;173
#debate;#NationalVoterRegistrationDay;0.160588488;63;205
#NATO;#ImWithHer;0.160570884;206;133
#ImWithYou;#StandWithLouisiana;0.160483296;133;286
#NevadaCaucus;#BikersForTrump;0.160479053;219;24
#ElectionDay;#TrumpPence16;0.160436387;86;325
#DefendtheSecond;#TrumpPence16;0.160436387;68;325
#Trump2016;#makersandtakers;0.160385098;314;173
#VoteTrump;#EndCommonCore;0.160087403;348;88
#AmericaFirst;#brexit;0.160043362;15;28
#Diwali;#LAflood;0.15980823;79;156
#LAflood;#Diwali;0.15980823;156;79
#TrumpPence16;#sendDonaldtospace;0.159504526;325;278
#ICYMI;#TrumpTrain;0.159397116;133;328
#IACaucus;#Iowa;0.159255939;131;143
#Hannity;#VoteTrumpNV;0.159230497;118;355
#AmericaFirst;#StanleyCup;0.159162047;15;287
#Hannity;#NevadaCaucus;0.159130519;118;219
#WHD;#StandWithLouisiana;0.159007791;367;286
#StandWithLouisiana;#WHD;0.159007791;286;367
#Trump2016;#WCS16;0.15898035;314;364
#IACaucus;#YUGE;0.15896637;131;429
#Utah;#VoteTrump;0.158870742;343;348
#Clinton;#SCOTUS;0.158780565;45;277
#MAGA;#PurpleHeartDay;0.158570863;172;251
#FITN;#FoxNews;0.158080779;95;105
#Trump2016;#LeadRight2016;0.15797305;314;156
#MakeAmericaGreatAgain;#UnderstandSlavery;0.157862972;173;335
#FITN;#AmericaGreatAgain;0.157758081;95;16
#VoteTrump;#WHCD;0.157689047;348;366
#Trump4Vets;#GOPDebate;0.157356412;317;112
#JohnRyder;#EauClaire;0.15719563;148;85
#JohnRyder;#TrumpTrain;0.15719563;148;328
#JohnRyder;#Racine;0.15719563;148;251
#JohnRyder;#Wausau;0.15719563;148;363
#EauClaire;#JohnRyder;0.15719563;85;148
#Racine;#JohnRyder;0.15719563;251;148
#Wausau;#JohnRyder;0.15719563;363;148
