"name1","name2","aehnlichkeit"
"#Laurence","#Turkey","1.0"
"#FoxNews","#Turkey","1.0"
"#ThankAVet","#Turkey","1.0"
"#Trump4Vets","#Turkey","1.0"
"#MichaelMoore","#Turkey","1.0"
"#ROGERAILES","#Turkey","1.0"
"#Iowa","#Turkey","1.0"
"#MakeAmericaGreatAgain","#Turkey","1.0"
"#Rubio","#Turkey","1.0"
"#Bush","#Turkey","1.0"
"#Colbert","#Turkey","1.0"
"#DavidCameron","#Turkey","1.0"
"#MaitnerStrong","#Turkey","1.0"
"#GOPdebate","#Turkey","1.0"
"#Trump4President","#Turkey","1.0"
"#Ford","#Turkey","1.0"
"#Carrier","#Turkey","1.0"
"#Jobs","#Turkey","1.0"
"#Mexico","#Turkey","1.0"
"#SouthCarolinaPrimary","#Turkey","1.0"
"#NewYork","#Turkey","1.0"
"#Jonas","#Turkey","1.0"
"#SCPrimary","#Turkey","1.0"
"#makeamericagreatagain","#Turkey","1.0"
"#CommonCore","#Turkey","1.0"
"#AmericaGreatAgain","#Turkey","1.0"
"#Excellent","#Turkey","1.0"
"#RNC","#Turkey","1.0"
"#CommonLaw","#Turkey","1.0"
"#NaturalBorn","#Turkey","1.0"
"#MaryBrigidMcManamon","#Turkey","1.0"
"#Cruz","#Turkey","1.0"
"#laurencetribe","#Turkey","1.0"
"#TedCruz","#Turkey","1.0"
"#LaurenceTribe","#Turkey","1.0"
"#FallonTonight","#fixdemocracyfirst","1.0"
"#brexit","#fixdemocracyfirst","1.0"
"#ClintonKaine","#fixdemocracyfirst","1.0"
"#BuildTheWall","#fixdemocracyfirst","1.0"
"#election2016","#fixdemocracyfirst","1.0"
"#Diwali","#fixdemocracyfirst","1.0"
"#BlackWomensEqualPay","#fixdemocracyfirst","1.0"
"#Benghazi","#fixdemocracyfirst","1.0"
"#1","#fixdemocracyfirst","1.0"
"#CommanderInChiefForum","#fixdemocracyfirst","1.0"
"#DemsinPhilly","#fixdemocracyfirst","1.0"
"#CoastGuardDay","#fixdemocracyfirst","1.0"
"#Debate","#fixdemocracyfirst","1.0"
"#DNC","#fixdemocracyfirst","1.0"
"#DACA","#fixdemocracyfirst","1.0"
"#extremevetting","#fixdemocracyfirst","1.0"
"#ALConvention2016","#fixdemocracyfirst","1.0"
"#debatenight","#fixdemocracyfirst","1.0"
"#debate","#fixdemocracyfirst","1.0"
"#enough","#fixdemocracyfirst","1.0"
"#DemsInPhilly","#fixdemocracyfirst","1.0"
"#ElectionDay","#fixdemocracyfirst","1.0"
"#DebateNight","#fixdemocracyfirst","1.0"
"#Debates2016","#fixdemocracyfirst","1.0"
"#DivoDeJuarez","#fixdemocracyfirst","1.0"
"#DeclareYourAmbition","#fixdemocracyfirst","1.0"
"#DefendtheSecond","#fixdemocracyfirst","1.0"
"#ADA","#fixdemocracyfirst","1.0"
"#CripTheVote","#fixdemocracyfirst","1.0"
"#2A","#fixdemocracyfirst","1.0"
"#DemsinPHL","#fixdemocracyfirst","1.0"
"#BlackMenForBernie","#fixdemocracyfirst","1.0"
"#BlacksForTrump","#fixdemocracyfirst","1.0"
"#DNCinPHL","#fixdemocracyfirst","1.0"
"#DemConvention","#fixdemocracyfirst","1.0"
"#Enjoy","#fixdemocracyfirst","1.0"
"#AIDSFreeGeneration","#fixdemocracyfirst","1.0"
"#DemsInPHL","#fixdemocracyfirst","1.0"
"#60Minutes","#fixdemocracyfirst","1.0"
"#FeelTheBern","#fixdemocracyfirst","1.0"
"#campaignfinance","#fixdemocracyfirst","1.0"
"#CitizensUnited","#fixdemocracyfirst","1.0"
"#FirstInPOTUS","#fixdemocracyfirst","1.0"
"#CreatorsAskHRC","#fixdemocracyfirst","1.0"
"#AmericaFirst","#fixdemocracyfirst","1.0"
"#CrookedHillary","#fixdemocracyfirst","1.0"
"#AlwaysTrump","#fixdemocracyfirst","1.0"
"#dtmag","#fixdemocracyfirst","1.0"
"#DemPlatform","#fixdemocracyfirst","1.0"
"#Brexit","#fixdemocracyfirst","1.0"
"#BrexitVote","#fixdemocracyfirst","1.0"
"#DemocraticSitIn","#fixdemocracyfirst","1.0"
"#Clinton","#fixdemocracyfirst","1.0"
"#AsLongAsItTakes","#fixdemocracyfirst","1.0"
"#EauClaire","#fixdemocracyfirst","1.0"
"#EndGunViolence","#fixdemocracyfirst","1.0"
"#DisarmHate","#fixdemocracyfirst","1.0"
"#Charleston9","#fixdemocracyfirst","1.0"
"#Enough","#fixdemocracyfirst","1.0"
"#Filibuster","#fixdemocracyfirst","1.0"
"#ArmyBDay","#fixdemocracyfirst","1.0"
"#AZ","#fixdemocracyfirst","1.0"
"#CTPrimary","#fixdemocracyfirst","1.0"
"#DEPrimary","#fixdemocracyfirst","1.0"
"#DDay","#fixdemocracyfirst","1.0"
"#Decision2016","#fixdemocracyfirst","1.0"
"#Elkhart","#fixdemocracyfirst","1.0"
"#CAPrimary","#fixdemocracyfirst","1.0"
"#CincoDeMayo","#fixdemocracyfirst","1.0"
"#CA4Trump","#fixdemocracyfirst","1.0"
"#Caribbean","#fixdemocracyfirst","1.0"
"#EstoyConElla","#fixdemocracyfirst","1.0"
"#ArizonaPrimary","#fixdemocracyfirst","1.0"
"#ArmedForcesDay","#fixdemocracyfirst","1.0"
"#APAHM","#fixdemocracyfirst","1.0"
"#ChangeAgents","#fixdemocracyfirst","1.0"
"#AmericaFIRST","#fixdemocracyfirst","1.0"
"#EastVillage","#fixdemocracyfirst","1.0"
"#EarthDay","#fixdemocracyfirst","1.0"
"#ActOnClimate","#fixdemocracyfirst","1.0"
"#DonaldTrump","#fixdemocracyfirst","1.0"
"#FightForFamilies","#fixdemocracyfirst","1.0"
"#Derp","#fixdemocracyfirst","1.0"
"#AmericanSamoa","#fixdemocracyfirst","1.0"
"#Brussels","#fixdemocracyfirst","1.0"
"#Arizona","#fixdemocracyfirst","1.0"
"#AIPAC2016","#fixdemocracyfirst","1.0"
"#AZPrimary","#fixdemocracyfirst","1.0"
"#CNN","#fixdemocracyfirst","1.0"
"#EndCommonCore","#fixdemocracyfirst","1.0"
"#Donald","#fixdemocracyfirst","1.0"
"#ECONOMY","#fixdemocracyfirst","1.0"
"#FAIL","#fixdemocracyfirst","1.0"
"#CBNNews","#fixdemocracyfirst","1.0"
"#2016","#fixdemocracyfirst","1.0"
"#CruzFraud","#fixdemocracyfirst","1.0"
"#CaucusForTrump","#fixdemocracyfirst","1.0"
"#BikersForTrump","#fixdemocracyfirst","1.0"
"#FITN","#fixdemocracyfirst","1.0"
"#fairandbalancedmyass","#fixdemocracyfirst","1.0"
"#Bush","#fixdemocracyfirst","1.0"
"#Colbert","#fixdemocracyfirst","1.0"
"#DavidCameron","#fixdemocracyfirst","1.0"
"#Carrier","#fixdemocracyfirst","1.0"
"#CommonCore","#fixdemocracyfirst","1.0"
"#AmericaGreatAgain","#fixdemocracyfirst","1.0"
"#Excellent","#fixdemocracyfirst","1.0"
"#CommonLaw","#fixdemocracyfirst","1.0"
"#Cruz","#fixdemocracyfirst","1.0"
"#MyTeacherIsWeird","#Orlando","1.0"
"#FallonTonight","#Orlando","1.0"
"#HispanicHeritageMonth","#Orlando","1.0"
"#NPS100","#Orlando","1.0"
"#iRegistered","#Orlando","1.0"
"#brexit","#Orlando","1.0"
"#ClintonKaine","#Orlando","1.0"
"#LibrarianOfCongress","#Orlando","1.0"
"#NationalVoterRegistrationDay","#Orlando","1.0"
"#BuildTheWall","#Orlando","1.0"
"#election2016","#Orlando","1.0"
"#NeverHillary","#Orlando","1.0"
"#MikePence","#Orlando","1.0"
"#Diwali","#Orlando","1.0"
"#BlackWomensEqualPay","#Orlando","1.0"
"#LAflood","#Orlando","1.0"
"#OpeningCeremony","#Orlando","1.0"
"#Benghazi","#Orlando","1.0"
"#1","#Orlando","1.0"
"#CommanderInChiefForum","#Orlando","1.0"
"#ISIS","#Orlando","1.0"
"#DemsinPhilly","#Orlando","1.0"
"#LESM","#Orlando","1.0"
"#NABJNAHJ16","#Orlando","1.0"
"#JuntosSePuede","#Orlando","1.0"
"#NBCNewsForum","#Orlando","1.0"
"#CoastGuardDay","#Orlando","1.0"
"#Debate","#Orlando","1.0"
"#media","#Orlando","1.0"
"#Frozen","#Orlando","1.0"
"#DNC","#Orlando","1.0"
"#LawandOrder","#Orlando","1.0"
"#LaborDay","#Orlando","1.0"
"#IranDeal","#Orlando","1.0"
"#Obamacare","#Orlando","1.0"
"#DACA","#Orlando","1.0"
"#extremevetting","#Orlando","1.0"
"#ALConvention2016","#Orlando","1.0"
"#debatenight","#Orlando","1.0"
"#debate","#Orlando","1.0"
"#enough","#Orlando","1.0"
"#DemsInPhilly","#Orlando","1.0"
"#MakeAmericaSafeAgain","#Orlando","1.0"
"#ElectionDay","#Orlando","1.0"
"#DebateNight","#Orlando","1.0"
"#Debates2016","#Orlando","1.0"
"#JuanGabriel","#Orlando","1.0"
"#DivoDeJuarez","#Orlando","1.0"
"#DeclareYourAmbition","#Orlando","1.0"
"#OpioidAwarenessWeek","#Orlando","1.0"
"#DefendtheSecond","#Orlando","1.0"
"#GoodTrouble","#Orlando","1.0"
"#ADA","#Orlando","1.0"
"#imwithher","#Orlando","1.0"
"#CripTheVote","#Orlando","1.0"
"#LGBT","#Orlando","1.0"
"#2A","#Orlando","1.0"
"#DemsinPHL","#Orlando","1.0"
"#BlackMenForBernie","#Orlando","1.0"
"#JimmyFallon","#Orlando","1.0"
"#Hillary2016","#Orlando","1.0"
"#BlacksForTrump","#Orlando","1.0"
"#DNCinPHL","#Orlando","1.0"
"#DemConvention","#Orlando","1.0"
"#NAACP107","#Orlando","1.0"
"#Enjoy","#Orlando","1.0"
"#FlashbackFriday","#Orlando","1.0"
"#ImWithHernandez","#Orlando","1.0"
"#AIDSFreeGeneration","#Orlando","1.0"
"#MSM","#Orlando","1.0"
"#MAGA","#Orlando","1.0"
"#NeverTrump","#Orlando","1.0"
"#KhizrKhan","#Orlando","1.0"
"#DemsInPHL","#Orlando","1.0"
"#HillaryKaine2016","#Orlando","1.0"
"#60Minutes","#Orlando","1.0"
"#FeelTheBern","#Orlando","1.0"
"#GOPinCLE","#Orlando","1.0"
"#makersandtakers","#Orlando","1.0"
"#campaignfinance","#Orlando","1.0"
"#NATO","#Orlando","1.0"
"#CitizensUnited","#Orlando","1.0"
"#GOPConvention","#Orlando","1.0"
"#NeverForget","#Orlando","1.0"
"#fixdemocracyfirst","#Orlando","1.0"
"#ImWithHer","#Orlando","1.0"
"#LeadRight2016","#Orlando","1.0"
"#FirstInPOTUS","#Orlando","1.0"
"#ImWithYou","#Orlando","1.0"
"#ICYMI","#Orlando","1.0"
"#LoveTrumpsHate","#Orlando","1.0"
"#CreatorsAskHRC","#Orlando","1.0"
"#AmericaFirst","#Orlando","1.0"
"#CrookedHillary","#Orlando","1.0"
"#AlwaysTrump","#Orlando","1.0"
"#Hannity","#Orlando","1.0"
"#OHHillYes","#Orlando","1.0"
"#dtmag","#Orlando","1.0"
"#NYCPride","#Orlando","1.0"
"#MegynKellyPresents","#Orlando","1.0"
"#INDPrimary","#Orlando","1.0"
"#DemPlatform","#Orlando","1.0"
"#Brexit","#Orlando","1.0"
"#MadeInAmerica","#Orlando","1.0"
"#BrexitVote","#Orlando","1.0"
"#DemocraticSitIn","#Orlando","1.0"
"#imwithyou","#Orlando","1.0"
"#Clinton","#Orlando","1.0"
"#gunviolence","#Orlando","1.0"
"#AsLongAsItTakes","#Orlando","1.0"
"#EauClaire","#Orlando","1.0"
"#Indiana","#Orlando","1.0"
"#EndGunViolence","#Orlando","1.0"
"#NotOneMore","#Orlando","1.0"
"#InternationalNursesDay","#Orlando","1.0"
"#holdthefloor","#Orlando","1.0"
"#NoMoreSilence","#Orlando","1.0"
"#goodtrouble","#Orlando","1.0"
"#NoBillNoBreak","#Orlando","1.0"
"#Olmstead","#Orlando","1.0"
"#GIBill","#Orlando","1.0"
"#MoreInCommon","#Orlando","1.0"
"#Imwithyou","#Orlando","1.0"
"#DisarmHate","#Orlando","1.0"
"#LaudatoSi","#Orlando","1.0"
"#JohnRyder","#Orlando","1.0"
"#Charleston9","#Orlando","1.0"
"#GOPDebate","#Orlando","1.0"
"#Enough","#Orlando","1.0"
"#Filibuster","#Orlando","1.0"
"#ArmyBDay","#Orlando","1.0"
"#NetNeutrality","#Orlando","1.0"
"#AZ","#Orlando","1.0"
"#NebraskaPrimary","#Orlando","1.0"
"#MSNBCTownhall","#Orlando","1.0"
"#MattSchlapp","#Orlando","1.0"
"#jenniferrubin","#Orlando","1.0"
"#HistoryMade","#Orlando","1.0"
"#MothersDay","#Orlando","1.0"
"#MadeForHistory","#Orlando","1.0"
"#KentuckyDerby","#Orlando","1.0"
"#CTPrimary","#Orlando","1.0"
"#DEPrimary","#Orlando","1.0"
"#DDay","#Orlando","1.0"
"#Decision2016","#Orlando","1.0"
"#Elkhart","#Orlando","1.0"
"#MDPrimary","#Orlando","1.0"
"#CAPrimary","#Orlando","1.0"
"#CincoDeMayo","#Orlando","1.0"
"#GunViolence","#Orlando","1.0"
"#CA4Trump","#Orlando","1.0"
"#NeverDems","#Orlando","1.0"
"#Caribbean","#Orlando","1.0"
"#EstoyConElla","#Orlando","1.0"
"#MemorialDay","#Orlando","1.0"
"#MDW","#Orlando","1.0"
"#GOP","#Orlando","1.0"
"#MeetTheTrumps","#Orlando","1.0"
"#HaileyPuckett","#Orlando","1.0"
"#NewDay","#Orlando","1.0"
"#iVoted","#Orlando","1.0"
"#ArizonaPrimary","#Orlando","1.0"
"#ArmedForcesDay","#Orlando","1.0"
"#INPrimary","#Orlando","1.0"
"#APAHM","#Orlando","1.0"
"#MichaelBrown","#Orlando","1.0"
"#MothersoftheMovement","#Orlando","1.0"
"#ChangeAgents","#Orlando","1.0"
"#FNS","#Orlando","1.0"
"#MayDay","#Orlando","1.0"
"#AmericaFIRST","#Orlando","1.0"
"#EastVillage","#Orlando","1.0"
"#EarthDay","#Orlando","1.0"
"#ActOnClimate","#Orlando","1.0"
"#DonaldTrump","#Orlando","1.0"
"#HillaryOnCNN","#Orlando","1.0"
"#HillaryClinton","#Orlando","1.0"
"#HillaryOnGMA","#Orlando","1.0"
"#HoustonFlood","#Orlando","1.0"
"#FightForFamilies","#Orlando","1.0"
"#Derp","#Orlando","1.0"
"#HRC4PA","#Orlando","1.0"
"#LyingTed","#Orlando","1.0"
"#NeverCruz","#Orlando","1.0"
"#NYPrimary","#Orlando","1.0"
"#AmericanSamoa","#Orlando","1.0"
"#Brussels","#Orlando","1.0"
"#Arizona","#Orlando","1.0"
"#AIPAC2016","#Orlando","1.0"
"#AZPrimary","#Orlando","1.0"
"#Mormon","#Orlando","1.0"
"#CNN","#Orlando","1.0"
"#EndCommonCore","#Orlando","1.0"
"#GO","#Orlando","1.0"
"#MAKEAMERICAGREATAGAIN","#Orlando","1.0"
"#Donald","#Orlando","1.0"
"#LightweightSenatorMarcoRubio","#Orlando","1.0"
"#LSSC","#Orlando","1.0"
"#NewYorkValues","#Orlando","1.0"
"#Mahalo","#Orlando","1.0"
"#Mediafraud","#Orlando","1.0"
"#MSPrimary","#Orlando","1.0"
"#LittleMarco","#Orlando","1.0"
"#KansasCaucus","#Orlando","1.0"
"#GPLFers","#Orlando","1.0"
"#NHPrimary","#Orlando","1.0"
"#MorningJoe","#Orlando","1.0"
"#NHPolitics","#Orlando","1.0"
"#KenLangone","#Orlando","1.0"
"#NeilCavuto","#Orlando","1.0"
"#Fox","#Orlando","1.0"
"#OnTheRecord","#Orlando","1.0"
"#NewHampshire","#Orlando","1.0"
"#ECONOMY","#Orlando","1.0"
"#FAIL","#Orlando","1.0"
"#NASCAR","#Orlando","1.0"
"#CBNNews","#Orlando","1.0"
"#2016","#Orlando","1.0"
"#Greta","#Orlando","1.0"
"#ObamaCare","#Orlando","1.0"
"#CruzFraud","#Orlando","1.0"
"#LoneStarState","#Orlando","1.0"
"#HarveyPitt","#Orlando","1.0"
"#IowaCaucus","#Orlando","1.0"
"#MakeYoutubeGreatAgain","#Orlando","1.0"
"#NoLoyalty","#Orlando","1.0"
"#NVcaucus","#Orlando","1.0"
"#IAPolitics","#Orlando","1.0"
"#CaucusForTrump","#Orlando","1.0"
"#NevadaCaucus","#Orlando","1.0"
"#BikersForTrump","#Orlando","1.0"
"#IACaucus","#Orlando","1.0"
"#FITN","#Orlando","1.0"
"#fairandbalancedmyass","#Orlando","1.0"
"#GoldenGlobe","#Orlando","1.0"
"#Laurence","#Orlando","1.0"
"#FoxNews","#Orlando","1.0"
"#MichaelMoore","#Orlando","1.0"
"#Iowa","#Orlando","1.0"
"#MakeAmericaGreatAgain","#Orlando","1.0"
"#Bush","#Orlando","1.0"
"#Colbert","#Orlando","1.0"
"#DavidCameron","#Orlando","1.0"
"#MaitnerStrong","#Orlando","1.0"
"#GOPdebate","#Orlando","1.0"
"#Ford","#Orlando","1.0"
"#Carrier","#Orlando","1.0"
"#Jobs","#Orlando","1.0"
"#Mexico","#Orlando","1.0"
"#NewYork","#Orlando","1.0"
"#Jonas","#Orlando","1.0"
"#makeamericagreatagain","#Orlando","1.0"
"#CommonCore","#Orlando","1.0"
"#AmericaGreatAgain","#Orlando","1.0"
"#Excellent","#Orlando","1.0"
"#CommonLaw","#Orlando","1.0"
"#NaturalBorn","#Orlando","1.0"
"#MaryBrigidMcManamon","#Orlando","1.0"
"#Cruz","#Orlando","1.0"
"#laurencetribe","#Orlando","1.0"
"#LaurenceTribe","#Orlando","1.0"
"#FallonTonight","#ImWithHer","1.0"
"#HispanicHeritageMonth","#ImWithHer","1.0"
"#brexit","#ImWithHer","1.0"
"#ClintonKaine","#ImWithHer","0.833333333333"
"#BuildTheWall","#ImWithHer","1.0"
"#election2016","#ImWithHer","1.0"
"#Diwali","#ImWithHer","1.0"
"#BlackWomensEqualPay","#ImWithHer","1.0"
"#Benghazi","#ImWithHer","1.0"
"#1","#ImWithHer","1.0"
"#CommanderInChiefForum","#ImWithHer","1.0"
"#DemsinPhilly","#ImWithHer","1.0"
"#CoastGuardDay","#ImWithHer","1.0"
"#Debate","#ImWithHer","1.0"
"#Frozen","#ImWithHer","1.0"
"#DNC","#ImWithHer","1.0"
"#DACA","#ImWithHer","1.0"
"#extremevetting","#ImWithHer","1.0"
"#ALConvention2016","#ImWithHer","1.0"
"#debatenight","#ImWithHer","1.0"
"#debate","#ImWithHer","1.0"
"#enough","#ImWithHer","0.764297739604"
"#DemsInPhilly","#ImWithHer","0.966995081901"
"#ElectionDay","#ImWithHer","1.0"
"#DebateNight","#ImWithHer","1.0"
"#Debates2016","#ImWithHer","1.0"
"#DivoDeJuarez","#ImWithHer","1.0"
"#DeclareYourAmbition","#ImWithHer","1.0"
"#DefendtheSecond","#ImWithHer","1.0"
"#GoodTrouble","#ImWithHer","1.0"
"#ADA","#ImWithHer","1.0"
"#CripTheVote","#ImWithHer","1.0"
"#2A","#ImWithHer","1.0"
"#DemsinPHL","#ImWithHer","1.0"
"#BlackMenForBernie","#ImWithHer","1.0"
"#Hillary2016","#ImWithHer","1.0"
"#BlacksForTrump","#ImWithHer","1.0"
"#DNCinPHL","#ImWithHer","1.0"
"#DemConvention","#ImWithHer","0.937005921165"
"#Enjoy","#ImWithHer","1.0"
"#FlashbackFriday","#ImWithHer","1.0"
"#AIDSFreeGeneration","#ImWithHer","1.0"
"#DemsInPHL","#ImWithHer","1.0"
"#HillaryKaine2016","#ImWithHer","1.0"
"#60Minutes","#ImWithHer","1.0"
"#FeelTheBern","#ImWithHer","0.764297739604"
"#GOPinCLE","#ImWithHer","1.0"
"#campaignfinance","#ImWithHer","1.0"
"#CitizensUnited","#ImWithHer","1.0"
"#GOPConvention","#ImWithHer","1.0"
"#fixdemocracyfirst","#ImWithHer","1.0"
"#FirstInPOTUS","#ImWithHer","1.0"
"#ICYMI","#ImWithHer","1.0"
"#CreatorsAskHRC","#ImWithHer","1.0"
"#AmericaFirst","#ImWithHer","1.0"
"#CrookedHillary","#ImWithHer","1.0"
"#AlwaysTrump","#ImWithHer","1.0"
"#Hannity","#ImWithHer","1.0"
"#dtmag","#ImWithHer","1.0"
"#DemPlatform","#ImWithHer","1.0"
"#Brexit","#ImWithHer","1.0"
"#BrexitVote","#ImWithHer","1.0"
"#DemocraticSitIn","#ImWithHer","1.0"
"#Clinton","#ImWithHer","1.0"
"#gunviolence","#ImWithHer","1.0"
"#AsLongAsItTakes","#ImWithHer","1.0"
"#EauClaire","#ImWithHer","1.0"
"#EndGunViolence","#ImWithHer","1.0"
"#holdthefloor","#ImWithHer","1.0"
"#goodtrouble","#ImWithHer","1.0"
"#GIBill","#ImWithHer","1.0"
"#DisarmHate","#ImWithHer","1.0"
"#Charleston9","#ImWithHer","1.0"
"#GOPDebate","#ImWithHer","1.0"
"#Enough","#ImWithHer","1.0"
"#Filibuster","#ImWithHer","1.0"
"#ArmyBDay","#ImWithHer","1.0"
"#AZ","#ImWithHer","1.0"
"#HistoryMade","#ImWithHer","1.0"
"#CTPrimary","#ImWithHer","1.0"
"#DEPrimary","#ImWithHer","1.0"
"#DDay","#ImWithHer","1.0"
"#Decision2016","#ImWithHer","1.0"
"#Elkhart","#ImWithHer","1.0"
"#CAPrimary","#ImWithHer","1.0"
"#CincoDeMayo","#ImWithHer","1.0"
"#GunViolence","#ImWithHer","1.0"
"#CA4Trump","#ImWithHer","1.0"
"#Caribbean","#ImWithHer","1.0"
"#EstoyConElla","#ImWithHer","1.0"
"#GOP","#ImWithHer","1.0"
"#HaileyPuckett","#ImWithHer","1.0"
"#ArizonaPrimary","#ImWithHer","1.0"
"#ArmedForcesDay","#ImWithHer","1.0"
"#APAHM","#ImWithHer","1.0"
"#ChangeAgents","#ImWithHer","1.0"
"#FNS","#ImWithHer","1.0"
"#AmericaFIRST","#ImWithHer","1.0"
"#EastVillage","#ImWithHer","1.0"
"#EarthDay","#ImWithHer","1.0"
"#ActOnClimate","#ImWithHer","1.0"
"#DonaldTrump","#ImWithHer","1.0"
"#HillaryOnCNN","#ImWithHer","1.0"
"#HillaryClinton","#ImWithHer","1.0"
"#HillaryOnGMA","#ImWithHer","1.0"
"#HoustonFlood","#ImWithHer","1.0"
"#FightForFamilies","#ImWithHer","1.0"
"#Derp","#ImWithHer","1.0"
"#HRC4PA","#ImWithHer","1.0"
"#AmericanSamoa","#ImWithHer","1.0"
"#Brussels","#ImWithHer","1.0"
"#Arizona","#ImWithHer","1.0"
"#AIPAC2016","#ImWithHer","1.0"
"#AZPrimary","#ImWithHer","1.0"
"#CNN","#ImWithHer","1.0"
"#EndCommonCore","#ImWithHer","1.0"
"#GO","#ImWithHer","1.0"
"#Donald","#ImWithHer","1.0"
"#GPLFers","#ImWithHer","1.0"
"#Fox","#ImWithHer","1.0"
"#ECONOMY","#ImWithHer","1.0"
"#FAIL","#ImWithHer","1.0"
"#CBNNews","#ImWithHer","1.0"
"#2016","#ImWithHer","1.0"
"#Greta","#ImWithHer","1.0"
"#CruzFraud","#ImWithHer","1.0"
"#HarveyPitt","#ImWithHer","1.0"
"#IAPolitics","#ImWithHer","1.0"
"#CaucusForTrump","#ImWithHer","1.0"
"#BikersForTrump","#ImWithHer","1.0"
"#IACaucus","#ImWithHer","1.0"
"#FITN","#ImWithHer","1.0"
"#fairandbalancedmyass","#ImWithHer","1.0"
"#GoldenGlobe","#ImWithHer","1.0"
"#FoxNews","#ImWithHer","1.0"
"#Bush","#ImWithHer","1.0"
"#Colbert","#ImWithHer","1.0"
"#DavidCameron","#ImWithHer","1.0"
"#GOPdebate","#ImWithHer","1.0"
"#Ford","#ImWithHer","1.0"
"#Carrier","#ImWithHer","1.0"
"#CommonCore","#ImWithHer","1.0"
"#AmericaGreatAgain","#ImWithHer","1.0"
"#Excellent","#ImWithHer","1.0"
"#CommonLaw","#ImWithHer","1.0"
"#Cruz","#ImWithHer","1.0"
"#VoterRegistrationDay","#WCS16","1.0"
"#TheTonightShow","#WCS16","1.0"
"#MyTeacherIsWeird","#WCS16","1.0"
"#FallonTonight","#WCS16","1.0"
"#HispanicHeritageMonth","#WCS16","1.0"
"#NPS100","#WCS16","1.0"
"#iRegistered","#WCS16","1.0"
"#brexit","#WCS16","1.0"
"#ClintonKaine","#WCS16","1.0"
"#LibrarianOfCongress","#WCS16","1.0"
"#NationalVoterRegistrationDay","#WCS16","1.0"
"#BuildTheWall","#WCS16","1.0"
"#TrumpWon","#WCS16","1.0"
"#SheWon","#WCS16","1.0"
"#PhilandoCastile","#WCS16","1.0"
"#election2016","#WCS16","1.0"
"#NeverHillary","#WCS16","1.0"
"#ugpride2016","#WCS16","1.0"
"#MikePence","#WCS16","1.0"
"#Diwali","#WCS16","1.0"
"#BlackWomensEqualPay","#WCS16","1.0"
"#LAflood","#WCS16","1.0"
"#VirWINia","#WCS16","1.0"
"#RestoreTheVRA","#WCS16","1.0"
"#TeamUSA","#WCS16","1.0"
"#OpeningCeremony","#WCS16","1.0"
"#Rio2016","#WCS16","1.0"
"#Benghazi","#WCS16","1.0"
"#1","#WCS16","1.0"
"#CommanderInChiefForum","#WCS16","1.0"
"#ISIS","#WCS16","1.0"
"#DemsinPhilly","#WCS16","1.0"
"#StandWithLouisiana","#WCS16","1.0"
"#LESM","#WCS16","1.0"
"#NABJNAHJ16","#WCS16","1.0"
"#JuntosSePuede","#WCS16","1.0"
"#NBCNewsForum","#WCS16","1.0"
"#RosanellEaton","#WCS16","1.0"
"#CoastGuardDay","#WCS16","1.0"
"#Debate","#WCS16","1.0"
"#media","#WCS16","1.0"
"#Frozen","#WCS16","1.0"
"#RollCallVote","#WCS16","1.0"
"#RNCwithBernie","#WCS16","1.0"
"#DNC","#WCS16","1.0"
"#LawandOrder","#WCS16","1.0"
"#LaborDay","#WCS16","1.0"
"#IranDeal","#WCS16","1.0"
"#Obamacare","#WCS16","1.0"
"#TeamTrump","#WCS16","1.0"
"#DACA","#WCS16","1.0"
"#extremevetting","#WCS16","1.0"
"#TrumpPence2016","#WCS16","1.0"
"#TPP","#WCS16","1.0"
"#ALConvention2016","#WCS16","1.0"
"#debatenight","#WCS16","1.0"
"#USA","#WCS16","1.0"
"#debate","#WCS16","1.0"
"#TrumpTrain","#WCS16","1.0"
"#enough","#WCS16","1.0"
"#DemsInPhilly","#WCS16","1.0"
"#StrongerTogether","#WCS16","1.0"
"#MakeAmericaSafeAgain","#WCS16","1.0"
"#Pulse","#WCS16","1.0"
"#TrumpinEverett","#WCS16","1.0"
"#TrumpMovement","#WCS16","1.0"
"#Polls","#WCS16","1.0"
"#slipping","#WCS16","1.0"
"#RNCINCLE","#WCS16","1.0"
"#ElectionDay","#WCS16","1.0"
"#DebateNight","#WCS16","1.0"
"#Debates2016","#WCS16","1.0"
"#RIP","#WCS16","1.0"
"#JuanGabriel","#WCS16","1.0"
"#DivoDeJuarez","#WCS16","1.0"
"#DeclareYourAmbition","#WCS16","1.0"
"#OpioidAwarenessWeek","#WCS16","1.0"
"#DefendtheSecond","#WCS16","1.0"
"#GoodTrouble","#WCS16","1.0"
"#SCOTUS","#WCS16","1.0"
"#ADA","#WCS16","1.0"
"#imwithher","#WCS16","1.0"
"#CripTheVote","#WCS16","1.0"
"#TerenceCrutcher","#WCS16","1.0"
"#UNGA","#WCS16","1.0"
"#LGBT","#WCS16","1.0"
"#2A","#WCS16","1.0"
"#DemsinPHL","#WCS16","1.0"
"#RNCInCLE","#WCS16","1.0"
"#BlackMenForBernie","#WCS16","1.0"
"#polls","#WCS16","1.0"
"#TrumpYourself","#WCS16","1.0"
"#TheDonald","#WCS16","1.0"
"#JimmyFallon","#WCS16","1.0"
"#Hillary2016","#WCS16","1.0"
"#BlacksForTrump","#WCS16","1.0"
"#DNCinPHL","#WCS16","1.0"
"#DemConvention","#WCS16","1.0"
