"name1","name2","aehnlichkeit"
"#holdthefloor","#jenniferrubin","1.0"
"#goodtrouble","#jenniferrubin","1.0"
"#GIBill","#jenniferrubin","1.0"
"#Imwithyou","#jenniferrubin","1.0"
"#DisarmHate","#jenniferrubin","1.0"
"#Charleston9","#jenniferrubin","1.0"
"#GOPDebate","#jenniferrubin","1.0"
"#Enough","#jenniferrubin","1.0"
"#Filibuster","#jenniferrubin","1.0"
"#ArmyBDay","#jenniferrubin","1.0"
"#AZ","#jenniferrubin","1.0"
"#HistoryMade","#jenniferrubin","1.0"
"#CTPrimary","#jenniferrubin","1.0"
"#DEPrimary","#jenniferrubin","1.0"
"#DDay","#jenniferrubin","1.0"
"#Decision2016","#jenniferrubin","1.0"
"#Elkhart","#jenniferrubin","1.0"
"#CAPrimary","#jenniferrubin","1.0"
"#CincoDeMayo","#jenniferrubin","1.0"
"#GunViolence","#jenniferrubin","1.0"
"#CA4Trump","#jenniferrubin","1.0"
"#Caribbean","#jenniferrubin","1.0"
"#EstoyConElla","#jenniferrubin","1.0"
"#GOP","#jenniferrubin","0.292893218813"
"#HaileyPuckett","#jenniferrubin","1.0"
"#iVoted","#jenniferrubin","1.0"
"#ArizonaPrimary","#jenniferrubin","1.0"
"#ArmedForcesDay","#jenniferrubin","1.0"
"#INPrimary","#jenniferrubin","1.0"
"#APAHM","#jenniferrubin","1.0"
"#ChangeAgents","#jenniferrubin","1.0"
"#FNS","#jenniferrubin","1.0"
"#AmericaFIRST","#jenniferrubin","1.0"
"#EastVillage","#jenniferrubin","1.0"
"#EarthDay","#jenniferrubin","1.0"
"#ActOnClimate","#jenniferrubin","1.0"
"#DonaldTrump","#jenniferrubin","1.0"
"#HillaryOnCNN","#jenniferrubin","1.0"
"#HillaryClinton","#jenniferrubin","1.0"
"#HillaryOnGMA","#jenniferrubin","1.0"
"#HoustonFlood","#jenniferrubin","1.0"
"#FightForFamilies","#jenniferrubin","1.0"
"#Derp","#jenniferrubin","1.0"
"#HRC4PA","#jenniferrubin","1.0"
"#AmericanSamoa","#jenniferrubin","1.0"
"#Brussels","#jenniferrubin","1.0"
"#Arizona","#jenniferrubin","1.0"
"#AIPAC2016","#jenniferrubin","1.0"
"#AZPrimary","#jenniferrubin","1.0"
"#CNN","#jenniferrubin","1.0"
"#EndCommonCore","#jenniferrubin","1.0"
"#GO","#jenniferrubin","1.0"
"#Donald","#jenniferrubin","1.0"
"#GPLFers","#jenniferrubin","1.0"
"#Fox","#jenniferrubin","1.0"
"#ECONOMY","#jenniferrubin","1.0"
"#FAIL","#jenniferrubin","1.0"
"#CBNNews","#jenniferrubin","1.0"
"#2016","#jenniferrubin","1.0"
"#Greta","#jenniferrubin","1.0"
"#CruzFraud","#jenniferrubin","1.0"
"#HarveyPitt","#jenniferrubin","1.0"
"#IowaCaucus","#jenniferrubin","1.0"
"#IAPolitics","#jenniferrubin","1.0"
"#CaucusForTrump","#jenniferrubin","1.0"
"#BikersForTrump","#jenniferrubin","1.0"
"#IACaucus","#jenniferrubin","1.0"
"#FITN","#jenniferrubin","1.0"
"#fairandbalancedmyass","#jenniferrubin","1.0"
"#GoldenGlobe","#jenniferrubin","1.0"
"#FoxNews","#jenniferrubin","1.0"
"#Iowa","#jenniferrubin","1.0"
"#Bush","#jenniferrubin","1.0"
"#Colbert","#jenniferrubin","1.0"
"#DavidCameron","#jenniferrubin","1.0"
"#GOPdebate","#jenniferrubin","1.0"
"#Ford","#jenniferrubin","1.0"
"#Carrier","#jenniferrubin","1.0"
"#CommonCore","#jenniferrubin","1.0"
"#AmericaGreatAgain","#jenniferrubin","1.0"
"#Excellent","#jenniferrubin","1.0"
"#CommonLaw","#jenniferrubin","1.0"
"#Cruz","#jenniferrubin","1.0"
"#FallonTonight","#HistoryMade","1.0"
"#HispanicHeritageMonth","#HistoryMade","1.0"
"#brexit","#HistoryMade","1.0"
"#ClintonKaine","#HistoryMade","1.0"
"#BuildTheWall","#HistoryMade","1.0"
"#election2016","#HistoryMade","1.0"
"#Diwali","#HistoryMade","1.0"
"#BlackWomensEqualPay","#HistoryMade","1.0"
"#Benghazi","#HistoryMade","1.0"
"#1","#HistoryMade","1.0"
"#CommanderInChiefForum","#HistoryMade","1.0"
"#DemsinPhilly","#HistoryMade","1.0"
"#CoastGuardDay","#HistoryMade","1.0"
"#Debate","#HistoryMade","1.0"
"#Frozen","#HistoryMade","1.0"
"#DNC","#HistoryMade","1.0"
"#DACA","#HistoryMade","1.0"
"#extremevetting","#HistoryMade","1.0"
"#ALConvention2016","#HistoryMade","1.0"
"#debatenight","#HistoryMade","1.0"
"#debate","#HistoryMade","1.0"
"#enough","#HistoryMade","1.0"
"#DemsInPhilly","#HistoryMade","1.0"
"#ElectionDay","#HistoryMade","1.0"
"#DebateNight","#HistoryMade","1.0"
"#Debates2016","#HistoryMade","1.0"
"#DivoDeJuarez","#HistoryMade","1.0"
"#DeclareYourAmbition","#HistoryMade","1.0"
"#DefendtheSecond","#HistoryMade","1.0"
"#GoodTrouble","#HistoryMade","1.0"
"#ADA","#HistoryMade","1.0"
"#CripTheVote","#HistoryMade","1.0"
"#2A","#HistoryMade","1.0"
"#DemsinPHL","#HistoryMade","1.0"
"#BlackMenForBernie","#HistoryMade","1.0"
"#Hillary2016","#HistoryMade","1.0"
"#BlacksForTrump","#HistoryMade","1.0"
"#DNCinPHL","#HistoryMade","1.0"
"#DemConvention","#HistoryMade","1.0"
"#Enjoy","#HistoryMade","1.0"
"#FlashbackFriday","#HistoryMade","1.0"
"#AIDSFreeGeneration","#HistoryMade","1.0"
"#DemsInPHL","#HistoryMade","1.0"
"#HillaryKaine2016","#HistoryMade","1.0"
"#60Minutes","#HistoryMade","1.0"
"#FeelTheBern","#HistoryMade","1.0"
"#GOPinCLE","#HistoryMade","1.0"
"#campaignfinance","#HistoryMade","1.0"
"#CitizensUnited","#HistoryMade","1.0"
"#GOPConvention","#HistoryMade","1.0"
"#fixdemocracyfirst","#HistoryMade","1.0"
"#FirstInPOTUS","#HistoryMade","1.0"
"#CreatorsAskHRC","#HistoryMade","1.0"
"#AmericaFirst","#HistoryMade","1.0"
"#CrookedHillary","#HistoryMade","1.0"
"#AlwaysTrump","#HistoryMade","1.0"
"#Hannity","#HistoryMade","1.0"
"#dtmag","#HistoryMade","1.0"
"#DemPlatform","#HistoryMade","1.0"
"#Brexit","#HistoryMade","1.0"
"#BrexitVote","#HistoryMade","1.0"
"#DemocraticSitIn","#HistoryMade","1.0"
"#Clinton","#HistoryMade","1.0"
"#gunviolence","#HistoryMade","1.0"
"#AsLongAsItTakes","#HistoryMade","1.0"
"#EauClaire","#HistoryMade","1.0"
"#EndGunViolence","#HistoryMade","1.0"
"#goodtrouble","#HistoryMade","1.0"
"#GIBill","#HistoryMade","1.0"
"#DisarmHate","#HistoryMade","1.0"
"#Charleston9","#HistoryMade","1.0"
"#GOPDebate","#HistoryMade","1.0"
"#Enough","#HistoryMade","1.0"
"#Filibuster","#HistoryMade","1.0"
"#ArmyBDay","#HistoryMade","1.0"
"#AZ","#HistoryMade","1.0"
"#CTPrimary","#HistoryMade","1.0"
"#DEPrimary","#HistoryMade","1.0"
"#DDay","#HistoryMade","1.0"
"#Decision2016","#HistoryMade","1.0"
"#Elkhart","#HistoryMade","1.0"
"#CAPrimary","#HistoryMade","1.0"
"#CincoDeMayo","#HistoryMade","1.0"
"#GunViolence","#HistoryMade","1.0"
"#CA4Trump","#HistoryMade","1.0"
"#Caribbean","#HistoryMade","1.0"
"#EstoyConElla","#HistoryMade","1.0"
"#GOP","#HistoryMade","1.0"
"#HaileyPuckett","#HistoryMade","1.0"
"#ArizonaPrimary","#HistoryMade","1.0"
"#ArmedForcesDay","#HistoryMade","1.0"
"#APAHM","#HistoryMade","1.0"
"#ChangeAgents","#HistoryMade","1.0"
"#FNS","#HistoryMade","1.0"
"#AmericaFIRST","#HistoryMade","1.0"
"#EastVillage","#HistoryMade","1.0"
"#EarthDay","#HistoryMade","1.0"
"#ActOnClimate","#HistoryMade","1.0"
"#DonaldTrump","#HistoryMade","1.0"
"#HillaryOnCNN","#HistoryMade","1.0"
"#HillaryClinton","#HistoryMade","1.0"
"#HillaryOnGMA","#HistoryMade","1.0"
"#FightForFamilies","#HistoryMade","1.0"
"#Derp","#HistoryMade","1.0"
"#AmericanSamoa","#HistoryMade","1.0"
"#Brussels","#HistoryMade","1.0"
"#Arizona","#HistoryMade","1.0"
"#AIPAC2016","#HistoryMade","1.0"
"#AZPrimary","#HistoryMade","1.0"
"#CNN","#HistoryMade","1.0"
"#EndCommonCore","#HistoryMade","1.0"
"#GO","#HistoryMade","1.0"
"#Donald","#HistoryMade","1.0"
"#GPLFers","#HistoryMade","1.0"
"#Fox","#HistoryMade","1.0"
"#ECONOMY","#HistoryMade","1.0"
"#FAIL","#HistoryMade","1.0"
"#CBNNews","#HistoryMade","1.0"
"#2016","#HistoryMade","1.0"
"#Greta","#HistoryMade","1.0"
"#CruzFraud","#HistoryMade","1.0"
"#HarveyPitt","#HistoryMade","1.0"
"#CaucusForTrump","#HistoryMade","1.0"
"#BikersForTrump","#HistoryMade","1.0"
"#FITN","#HistoryMade","1.0"
"#fairandbalancedmyass","#HistoryMade","1.0"
"#GoldenGlobe","#HistoryMade","1.0"
"#FoxNews","#HistoryMade","1.0"
"#Bush","#HistoryMade","1.0"
"#Colbert","#HistoryMade","1.0"
"#DavidCameron","#HistoryMade","1.0"
"#GOPdebate","#HistoryMade","1.0"
"#Ford","#HistoryMade","1.0"
"#Carrier","#HistoryMade","1.0"
"#CommonCore","#HistoryMade","1.0"
"#AmericaGreatAgain","#HistoryMade","1.0"
"#Excellent","#HistoryMade","1.0"
"#CommonLaw","#HistoryMade","1.0"
"#Cruz","#HistoryMade","1.0"
"#FallonTonight","#MothersDay","1.0"
"#HispanicHeritageMonth","#MothersDay","1.0"
"#iRegistered","#MothersDay","1.0"
"#brexit","#MothersDay","1.0"
"#ClintonKaine","#MothersDay","1.0"
"#LibrarianOfCongress","#MothersDay","1.0"
"#BuildTheWall","#MothersDay","1.0"
"#election2016","#MothersDay","1.0"
"#MikePence","#MothersDay","1.0"
"#Diwali","#MothersDay","1.0"
"#BlackWomensEqualPay","#MothersDay","1.0"
"#LAflood","#MothersDay","1.0"
"#Benghazi","#MothersDay","1.0"
"#1","#MothersDay","1.0"
"#CommanderInChiefForum","#MothersDay","1.0"
"#ISIS","#MothersDay","1.0"
"#DemsinPhilly","#MothersDay","1.0"
"#LESM","#MothersDay","1.0"
"#JuntosSePuede","#MothersDay","1.0"
"#CoastGuardDay","#MothersDay","1.0"
"#Debate","#MothersDay","1.0"
"#media","#MothersDay","1.0"
"#Frozen","#MothersDay","1.0"
"#DNC","#MothersDay","1.0"
"#LawandOrder","#MothersDay","1.0"
"#LaborDay","#MothersDay","1.0"
"#IranDeal","#MothersDay","1.0"
"#DACA","#MothersDay","1.0"
"#extremevetting","#MothersDay","1.0"
"#ALConvention2016","#MothersDay","1.0"
"#debatenight","#MothersDay","1.0"
"#debate","#MothersDay","1.0"
"#enough","#MothersDay","1.0"
"#DemsInPhilly","#MothersDay","1.0"
"#MakeAmericaSafeAgain","#MothersDay","1.0"
"#ElectionDay","#MothersDay","1.0"
"#DebateNight","#MothersDay","1.0"
"#Debates2016","#MothersDay","1.0"
"#JuanGabriel","#MothersDay","1.0"
"#DivoDeJuarez","#MothersDay","1.0"
"#DeclareYourAmbition","#MothersDay","1.0"
"#DefendtheSecond","#MothersDay","1.0"
"#GoodTrouble","#MothersDay","1.0"
"#ADA","#MothersDay","1.0"
"#imwithher","#MothersDay","1.0"
"#CripTheVote","#MothersDay","1.0"
"#LGBT","#MothersDay","1.0"
"#2A","#MothersDay","1.0"
"#DemsinPHL","#MothersDay","1.0"
"#BlackMenForBernie","#MothersDay","1.0"
"#JimmyFallon","#MothersDay","1.0"
"#Hillary2016","#MothersDay","1.0"
"#BlacksForTrump","#MothersDay","1.0"
"#DNCinPHL","#MothersDay","1.0"
"#DemConvention","#MothersDay","1.0"
"#Enjoy","#MothersDay","1.0"
"#FlashbackFriday","#MothersDay","1.0"
"#ImWithHernandez","#MothersDay","1.0"
"#AIDSFreeGeneration","#MothersDay","1.0"
"#MAGA","#MothersDay","1.0"
"#KhizrKhan","#MothersDay","1.0"
"#DemsInPHL","#MothersDay","1.0"
"#HillaryKaine2016","#MothersDay","1.0"
"#60Minutes","#MothersDay","1.0"
"#FeelTheBern","#MothersDay","1.0"
"#GOPinCLE","#MothersDay","1.0"
"#makersandtakers","#MothersDay","1.0"
"#campaignfinance","#MothersDay","1.0"
"#CitizensUnited","#MothersDay","1.0"
"#GOPConvention","#MothersDay","1.0"
"#fixdemocracyfirst","#MothersDay","1.0"
"#ImWithHer","#MothersDay","1.0"
"#LeadRight2016","#MothersDay","1.0"
"#FirstInPOTUS","#MothersDay","1.0"
"#ImWithYou","#MothersDay","1.0"
"#ICYMI","#MothersDay","1.0"
"#LoveTrumpsHate","#MothersDay","1.0"
"#CreatorsAskHRC","#MothersDay","1.0"
"#AmericaFirst","#MothersDay","1.0"
"#CrookedHillary","#MothersDay","1.0"
"#AlwaysTrump","#MothersDay","1.0"
"#Hannity","#MothersDay","1.0"
"#dtmag","#MothersDay","1.0"
"#MegynKellyPresents","#MothersDay","1.0"
"#INDPrimary","#MothersDay","1.0"
"#DemPlatform","#MothersDay","1.0"
"#Brexit","#MothersDay","1.0"
"#MadeInAmerica","#MothersDay","1.0"
"#BrexitVote","#MothersDay","1.0"
"#DemocraticSitIn","#MothersDay","1.0"
"#imwithyou","#MothersDay","1.0"
"#Clinton","#MothersDay","1.0"
"#gunviolence","#MothersDay","1.0"
"#AsLongAsItTakes","#MothersDay","1.0"
"#EauClaire","#MothersDay","1.0"
"#Indiana","#MothersDay","1.0"
"#EndGunViolence","#MothersDay","1.0"
"#InternationalNursesDay","#MothersDay","1.0"
"#holdthefloor","#MothersDay","1.0"
"#goodtrouble","#MothersDay","1.0"
"#GIBill","#MothersDay","1.0"
"#MoreInCommon","#MothersDay","1.0"
"#Imwithyou","#MothersDay","1.0"
"#DisarmHate","#MothersDay","1.0"
"#LaudatoSi","#MothersDay","1.0"
"#JohnRyder","#MothersDay","1.0"
"#Charleston9","#MothersDay","1.0"
"#GOPDebate","#MothersDay","1.0"
"#Enough","#MothersDay","1.0"
"#Filibuster","#MothersDay","1.0"
"#ArmyBDay","#MothersDay","1.0"
"#AZ","#MothersDay","1.0"
"#MattSchlapp","#MothersDay","1.0"
"#jenniferrubin","#MothersDay","1.0"
"#HistoryMade","#MothersDay","1.0"
"#MadeForHistory","#MothersDay","1.0"
"#KentuckyDerby","#MothersDay","1.0"
"#CTPrimary","#MothersDay","1.0"
"#DEPrimary","#MothersDay","1.0"
"#DDay","#MothersDay","1.0"
"#Decision2016","#MothersDay","1.0"
"#Elkhart","#MothersDay","1.0"
"#MDPrimary","#MothersDay","1.0"
"#CAPrimary","#MothersDay","1.0"
"#CincoDeMayo","#MothersDay","1.0"
"#GunViolence","#MothersDay","1.0"
"#CA4Trump","#MothersDay","1.0"
"#Caribbean","#MothersDay","1.0"
"#EstoyConElla","#MothersDay","1.0"
"#MemorialDay","#MothersDay","1.0"
"#MDW","#MothersDay","1.0"
"#GOP","#MothersDay","1.0"
"#MeetTheTrumps","#MothersDay","1.0"
"#HaileyPuckett","#MothersDay","1.0"
"#iVoted","#MothersDay","1.0"
"#ArizonaPrimary","#MothersDay","1.0"
"#ArmedForcesDay","#MothersDay","1.0"
"#INPrimary","#MothersDay","1.0"
"#APAHM","#MothersDay","1.0"
"#MichaelBrown","#MothersDay","1.0"
"#ChangeAgents","#MothersDay","1.0"
"#FNS","#MothersDay","1.0"
"#MayDay","#MothersDay","1.0"
"#AmericaFIRST","#MothersDay","1.0"
"#EastVillage","#MothersDay","1.0"
"#EarthDay","#MothersDay","1.0"
"#ActOnClimate","#MothersDay","1.0"
"#DonaldTrump","#MothersDay","1.0"
"#HillaryOnCNN","#MothersDay","1.0"
"#HillaryClinton","#MothersDay","1.0"
"#HillaryOnGMA","#MothersDay","1.0"
"#HoustonFlood","#MothersDay","1.0"
"#FightForFamilies","#MothersDay","1.0"
"#Derp","#MothersDay","1.0"
"#HRC4PA","#MothersDay","1.0"
"#LyingTed","#MothersDay","1.0"
"#AmericanSamoa","#MothersDay","1.0"
"#Brussels","#MothersDay","1.0"
"#Arizona","#MothersDay","1.0"
"#AIPAC2016","#MothersDay","1.0"
"#AZPrimary","#MothersDay","1.0"
"#Mormon","#MothersDay","1.0"
"#CNN","#MothersDay","1.0"
"#EndCommonCore","#MothersDay","1.0"
"#GO","#MothersDay","1.0"
"#MAKEAMERICAGREATAGAIN","#MothersDay","1.0"
"#Donald","#MothersDay","1.0"
"#LightweightSenatorMarcoRubio","#MothersDay","1.0"
"#LSSC","#MothersDay","1.0"
"#Mahalo","#MothersDay","1.0"
"#Mediafraud","#MothersDay","1.0"
"#LittleMarco","#MothersDay","1.0"
"#KansasCaucus","#MothersDay","1.0"
"#GPLFers","#MothersDay","1.0"
"#MorningJoe","#MothersDay","1.0"
"#KenLangone","#MothersDay","1.0"
"#Fox","#MothersDay","1.0"
"#ECONOMY","#MothersDay","1.0"
"#FAIL","#MothersDay","1.0"
"#CBNNews","#MothersDay","1.0"
"#2016","#MothersDay","1.0"
"#Greta","#MothersDay","1.0"
"#CruzFraud","#MothersDay","1.0"
"#LoneStarState","#MothersDay","1.0"
"#HarveyPitt","#MothersDay","1.0"
"#IowaCaucus","#MothersDay","1.0"
"#MakeYoutubeGreatAgain","#MothersDay","1.0"
"#IAPolitics","#MothersDay","1.0"
"#CaucusForTrump","#MothersDay","1.0"
"#BikersForTrump","#MothersDay","1.0"
"#IACaucus","#MothersDay","1.0"
"#FITN","#MothersDay","1.0"
"#fairandbalancedmyass","#MothersDay","1.0"
"#GoldenGlobe","#MothersDay","1.0"
"#Laurence","#MothersDay","1.0"
"#FoxNews","#MothersDay","1.0"
"#MichaelMoore","#MothersDay","1.0"
"#Iowa","#MothersDay","1.0"
"#MakeAmericaGreatAgain","#MothersDay","1.0"
"#Bush","#MothersDay","1.0"
"#Colbert","#MothersDay","1.0"
"#DavidCameron","#MothersDay","1.0"
"#MaitnerStrong","#MothersDay","1.0"
"#GOPdebate","#MothersDay","1.0"
"#Ford","#MothersDay","1.0"
"#Carrier","#MothersDay","1.0"
"#Jobs","#MothersDay","1.0"
"#Mexico","#MothersDay","1.0"
"#Jonas","#MothersDay","1.0"
"#makeamericagreatagain","#MothersDay","1.0"
"#CommonCore","#MothersDay","1.0"
"#AmericaGreatAgain","#MothersDay","1.0"
"#Excellent","#MothersDay","1.0"
"#CommonLaw","#MothersDay","1.0"
"#MaryBrigidMcManamon","#MothersDay","1.0"
"#Cruz","#MothersDay","1.0"
"#laurencetribe","#MothersDay","1.0"
"#LaurenceTribe","#MothersDay","1.0"
"#FallonTonight","#MadeForHistory","1.0"
"#HispanicHeritageMonth","#MadeForHistory","1.0"
"#iRegistered","#MadeForHistory","1.0"
"#brexit","#MadeForHistory","1.0"
"#ClintonKaine","#MadeForHistory","1.0"
"#LibrarianOfCongress","#MadeForHistory","1.0"
"#BuildTheWall","#MadeForHistory","1.0"
"#election2016","#MadeForHistory","1.0"
"#Diwali","#MadeForHistory","1.0"
"#BlackWomensEqualPay","#MadeForHistory","1.0"
"#LAflood","#MadeForHistory","1.0"
"#Benghazi","#MadeForHistory","1.0"
"#1","#MadeForHistory","1.0"
"#CommanderInChiefForum","#MadeForHistory","1.0"
"#ISIS","#MadeForHistory","1.0"
"#DemsinPhilly","#MadeForHistory","1.0"
"#LESM","#MadeForHistory","1.0"
"#JuntosSePuede","#MadeForHistory","1.0"
"#CoastGuardDay","#MadeForHistory","1.0"
"#Debate","#MadeForHistory","1.0"
"#Frozen","#MadeForHistory","1.0"
"#DNC","#MadeForHistory","1.0"
"#LawandOrder","#MadeForHistory","1.0"
"#LaborDay","#MadeForHistory","1.0"
"#IranDeal","#MadeForHistory","1.0"
"#DACA","#MadeForHistory","1.0"
"#extremevetting","#MadeForHistory","1.0"
"#ALConvention2016","#MadeForHistory","1.0"
"#debatenight","#MadeForHistory","1.0"
"#debate","#MadeForHistory","1.0"
"#enough","#MadeForHistory","1.0"
"#DemsInPhilly","#MadeForHistory","1.0"
"#ElectionDay","#MadeForHistory","1.0"
"#DebateNight","#MadeForHistory","1.0"
"#Debates2016","#MadeForHistory","1.0"
"#JuanGabriel","#MadeForHistory","1.0"
"#DivoDeJuarez","#MadeForHistory","1.0"
"#DeclareYourAmbition","#MadeForHistory","1.0"
"#DefendtheSecond","#MadeForHistory","1.0"
"#GoodTrouble","#MadeForHistory","1.0"
"#ADA","#MadeForHistory","1.0"
"#imwithher","#MadeForHistory","1.0"
"#CripTheVote","#MadeForHistory","1.0"
"#LGBT","#MadeForHistory","1.0"
"#2A","#MadeForHistory","1.0"
"#DemsinPHL","#MadeForHistory","1.0"
"#BlackMenForBernie","#MadeForHistory","1.0"
"#JimmyFallon","#MadeForHistory","1.0"
"#Hillary2016","#MadeForHistory","1.0"
"#BlacksForTrump","#MadeForHistory","1.0"
"#DNCinPHL","#MadeForHistory","1.0"
"#DemConvention","#MadeForHistory","1.0"
"#Enjoy","#MadeForHistory","1.0"
"#FlashbackFriday","#MadeForHistory","1.0"
"#ImWithHernandez","#MadeForHistory","1.0"
"#AIDSFreeGeneration","#MadeForHistory","1.0"
"#KhizrKhan","#MadeForHistory","1.0"
"#DemsInPHL","#MadeForHistory","1.0"
"#HillaryKaine2016","#MadeForHistory","1.0"
"#60Minutes","#MadeForHistory","1.0"
"#FeelTheBern","#MadeForHistory","1.0"
"#GOPinCLE","#MadeForHistory","1.0"
"#campaignfinance","#MadeForHistory","1.0"
"#CitizensUnited","#MadeForHistory","1.0"
"#GOPConvention","#MadeForHistory","1.0"
"#fixdemocracyfirst","#MadeForHistory","1.0"
"#ImWithHer","#MadeForHistory","1.0"
"#LeadRight2016","#MadeForHistory","1.0"
"#FirstInPOTUS","#MadeForHistory","1.0"
"#ImWithYou","#MadeForHistory","1.0"
"#ICYMI","#MadeForHistory","1.0"
"#LoveTrumpsHate","#MadeForHistory","1.0"
"#CreatorsAskHRC","#MadeForHistory","1.0"
"#AmericaFirst","#MadeForHistory","1.0"
"#CrookedHillary","#MadeForHistory","1.0"
"#AlwaysTrump","#MadeForHistory","1.0"
"#Hannity","#MadeForHistory","1.0"
"#dtmag","#MadeForHistory","1.0"
"#INDPrimary","#MadeForHistory","1.0"
"#DemPlatform","#MadeForHistory","1.0"
"#Brexit","#MadeForHistory","1.0"
"#BrexitVote","#MadeForHistory","1.0"
"#DemocraticSitIn","#MadeForHistory","1.0"
"#imwithyou","#MadeForHistory","1.0"
"#Clinton","#MadeForHistory","1.0"
"#gunviolence","#MadeForHistory","1.0"
"#AsLongAsItTakes","#MadeForHistory","1.0"
"#EauClaire","#MadeForHistory","1.0"
"#Indiana","#MadeForHistory","1.0"
"#EndGunViolence","#MadeForHistory","1.0"
"#InternationalNursesDay","#MadeForHistory","1.0"
"#holdthefloor","#MadeForHistory","1.0"
"#goodtrouble","#MadeForHistory","1.0"
"#GIBill","#MadeForHistory","1.0"
"#Imwithyou","#MadeForHistory","1.0"
"#DisarmHate","#MadeForHistory","1.0"
"#LaudatoSi","#MadeForHistory","1.0"
"#JohnRyder","#MadeForHistory","1.0"
"#Charleston9","#MadeForHistory","1.0"
"#GOPDebate","#MadeForHistory","1.0"
"#Enough","#MadeForHistory","1.0"
"#Filibuster","#MadeForHistory","1.0"
"#ArmyBDay","#MadeForHistory","1.0"
"#AZ","#MadeForHistory","1.0"
"#jenniferrubin","#MadeForHistory","1.0"
"#HistoryMade","#MadeForHistory","1.0"
"#KentuckyDerby","#MadeForHistory","1.0"
"#CTPrimary","#MadeForHistory","1.0"
"#DEPrimary","#MadeForHistory","1.0"
"#DDay","#MadeForHistory","1.0"
"#Decision2016","#MadeForHistory","1.0"
"#Elkhart","#MadeForHistory","1.0"
"#CAPrimary","#MadeForHistory","1.0"
"#CincoDeMayo","#MadeForHistory","1.0"
"#GunViolence","#MadeForHistory","1.0"
"#CA4Trump","#MadeForHistory","1.0"
"#Caribbean","#MadeForHistory","1.0"
"#EstoyConElla","#MadeForHistory","1.0"
"#GOP","#MadeForHistory","1.0"
"#HaileyPuckett","#MadeForHistory","1.0"
"#iVoted","#MadeForHistory","1.0"
"#ArizonaPrimary","#MadeForHistory","1.0"
"#ArmedForcesDay","#MadeForHistory","1.0"
"#INPrimary","#MadeForHistory","1.0"
"#APAHM","#MadeForHistory","1.0"
"#ChangeAgents","#MadeForHistory","1.0"
"#FNS","#MadeForHistory","1.0"
"#AmericaFIRST","#MadeForHistory","1.0"
"#EastVillage","#MadeForHistory","1.0"
"#EarthDay","#MadeForHistory","1.0"
"#ActOnClimate","#MadeForHistory","1.0"
"#DonaldTrump","#MadeForHistory","1.0"
"#HillaryOnCNN","#MadeForHistory","1.0"
"#HillaryClinton","#MadeForHistory","1.0"
"#HillaryOnGMA","#MadeForHistory","1.0"
"#HoustonFlood","#MadeForHistory","1.0"
"#FightForFamilies","#MadeForHistory","1.0"
"#Derp","#MadeForHistory","1.0"
"#HRC4PA","#MadeForHistory","1.0"
"#LyingTed","#MadeForHistory","1.0"
"#AmericanSamoa","#MadeForHistory","1.0"
"#Brussels","#MadeForHistory","1.0"
"#Arizona","#MadeForHistory","1.0"
"#AIPAC2016","#MadeForHistory","1.0"
"#AZPrimary","#MadeForHistory","1.0"
"#CNN","#MadeForHistory","1.0"
"#EndCommonCore","#MadeForHistory","1.0"
"#GO","#MadeForHistory","1.0"
"#Donald","#MadeForHistory","1.0"
"#LightweightSenatorMarcoRubio","#MadeForHistory","1.0"
"#LSSC","#MadeForHistory","1.0"
"#LittleMarco","#MadeForHistory","1.0"
"#KansasCaucus","#MadeForHistory","1.0"
"#GPLFers","#MadeForHistory","1.0"
"#KenLangone","#MadeForHistory","1.0"
"#Fox","#MadeForHistory","1.0"
"#ECONOMY","#MadeForHistory","1.0"
"#FAIL","#MadeForHistory","1.0"
"#CBNNews","#MadeForHistory","1.0"
"#2016","#MadeForHistory","1.0"
"#Greta","#MadeForHistory","1.0"
"#CruzFraud","#MadeForHistory","1.0"
"#LoneStarState","#MadeForHistory","1.0"
"#HarveyPitt","#MadeForHistory","1.0"
"#IowaCaucus","#MadeForHistory","1.0"
"#IAPolitics","#MadeForHistory","1.0"
"#CaucusForTrump","#MadeForHistory","1.0"
"#BikersForTrump","#MadeForHistory","1.0"
"#IACaucus","#MadeForHistory","1.0"
"#FITN","#MadeForHistory","1.0"
"#fairandbalancedmyass","#MadeForHistory","1.0"
"#GoldenGlobe","#MadeForHistory","1.0"
"#Laurence","#MadeForHistory","1.0"
"#FoxNews","#MadeForHistory","1.0"
"#Iowa","#MadeForHistory","1.0"
"#Bush","#MadeForHistory","1.0"
"#Colbert","#MadeForHistory","1.0"
"#DavidCameron","#MadeForHistory","1.0"
"#GOPdebate","#MadeForHistory","1.0"
"#Ford","#MadeForHistory","1.0"
"#Carrier","#MadeForHistory","1.0"
"#Jobs","#MadeForHistory","1.0"
"#Jonas","#MadeForHistory","1.0"
"#CommonCore","#MadeForHistory","1.0"
"#AmericaGreatAgain","#MadeForHistory","1.0"
"#Excellent","#MadeForHistory","1.0"
"#CommonLaw","#MadeForHistory","1.0"
"#Cruz","#MadeForHistory","1.0"
"#laurencetribe","#MadeForHistory","1.0"
"#LaurenceTribe","#MadeForHistory","1.0"
"#FallonTonight","#KentuckyDerby","1.0"
"#HispanicHeritageMonth","#KentuckyDerby","1.0"
"#iRegistered","#KentuckyDerby","1.0"
"#brexit","#KentuckyDerby","1.0"
